record_id,title,abstract,year,seed_theme,record_type,text_for_embedding
breast-cancer-02-0341,Endocrine resistance strategy for ESR1 mutations: study 341,"This study examines ESR1 mutations through endocrine resistance, ER pathway, and CDK4/6 adaptation. It also discusses links to minimal residual disease and ctDNA monitoring, alongside dose optimization and clinical development.",2025,Endocrine resistance,core,"Endocrine resistance strategy for ESR1 mutations: study 341 [SEP] This study examines ESR1 mutations through endocrine resistance, ER pathway, and CDK4/6 adaptation. It also discusses links to minimal residual disease and ctDNA monitoring, alongside dose optimization and clinical development."
breast-cancer-r-0458,"Landscape review of HER2 resistance, PI3K pathway, and combination checkpoint blockade","This review connects amplification signal, endocrine resistance, stromal exclusion, and longitudinal surveillance. It frames the field around portfolio review, real-world evidence, molecular profiling, and translational biomarker.",2023,review-like mixed corpus,review,"Landscape review of HER2 resistance, PI3K pathway, and combination checkpoint blockade [SEP] This review connects amplification signal, endocrine resistance, stromal exclusion, and longitudinal surveillance. It frames the field around portfolio review, real-world evidence, molecular profiling, and translational biomarker."
breast-cancer-03-0352,Immunotherapy programs in combination checkpoint blockade: study 352,"This study examines combination checkpoint blockade through TNBC immune context, PD-L1 selection, and checkpoint biomarker. It also discusses links to longitudinal surveillance and ctDNA monitoring, alongside portfolio review and molecular profiling.",2025,TNBC immunotherapy,core,"Immunotherapy programs in combination checkpoint blockade: study 352 [SEP] This study examines combination checkpoint blockade through TNBC immune context, PD-L1 selection, and checkpoint biomarker. It also discusses links to longitudinal surveillance and ctDNA monitoring, alongside portfolio review and molecular profiling."
breast-cancer-r-0326,"Landscape review of HER2 resistance, PI3K pathway, and combination checkpoint blockade","This review connects brain metastasis, CDK4/6 adaptation, microenvironment state, and molecular relapse. It frames the field around patient stratification, clinical development, portfolio review, and molecular profiling.",2023,review-like mixed corpus,review,"Landscape review of HER2 resistance, PI3K pathway, and combination checkpoint blockade [SEP] This review connects brain metastasis, CDK4/6 adaptation, microenvironment state, and molecular relapse. It frames the field around patient stratification, clinical development, portfolio review, and molecular profiling."
breast-cancer-x-0367,Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 367,"This paper links stromal exclusion and PD-L1 selection to minimal residual disease and ctDNA monitoring. The framing emphasizes dose optimization, clinical development, and portfolio review across mixed translational contexts.",2020,TNBC immunotherapy + Monitoring and MRD,crossover,"Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 367 [SEP] This paper links stromal exclusion and PD-L1 selection to minimal residual disease and ctDNA monitoring. The framing emphasizes dose optimization, clinical development, and portfolio review across mixed translational contexts."
breast-cancer-04-0383,Residual disease monitoring in neoadjuvant response: study 383,"This study examines neoadjuvant response through response tracking, minimal residual disease, and longitudinal surveillance. It also discusses links to targeted escape and CDK4/6 adaptation, alongside real-world evidence and early-phase trial.",2021,Monitoring and MRD,core,"Residual disease monitoring in neoadjuvant response: study 383 [SEP] This study examines neoadjuvant response through response tracking, minimal residual disease, and longitudinal surveillance. It also discusses links to targeted escape and CDK4/6 adaptation, alongside real-world evidence and early-phase trial."
breast-cancer-02-0181,Endocrine resistance strategy for ESR1 mutations: study 181,"This study examines ESR1 mutations through ER pathway, targeted escape, and ESR1 mutation. It also discusses links to stromal exclusion and checkpoint biomarker, alongside patient stratification and early-phase trial.",2021,Endocrine resistance,core,"Endocrine resistance strategy for ESR1 mutations: study 181 [SEP] This study examines ESR1 mutations through ER pathway, targeted escape, and ESR1 mutation. It also discusses links to stromal exclusion and checkpoint biomarker, alongside patient stratification and early-phase trial."
breast-cancer-02-0230,Endocrine resistance strategy for CDK4/6 adaptation: study 230,"This study examines CDK4/6 adaptation through ESR1 mutation, endocrine resistance, and hormone signaling. It also discusses links to response tracking and molecular relapse, alongside translational biomarker and validation cohort.",2022,Endocrine resistance,core,"Endocrine resistance strategy for CDK4/6 adaptation: study 230 [SEP] This study examines CDK4/6 adaptation through ESR1 mutation, endocrine resistance, and hormone signaling. It also discusses links to response tracking and molecular relapse, alongside translational biomarker and validation cohort."
breast-cancer-02-0290,Endocrine resistance strategy for CDK4/6 adaptation: study 290,"This study examines CDK4/6 adaptation through ESR1 mutation, hormone signaling, and ER pathway. It also discusses links to molecular relapse and liquid biopsy, alongside clinical development and portfolio review.",2022,Endocrine resistance,core,"Endocrine resistance strategy for CDK4/6 adaptation: study 290 [SEP] This study examines CDK4/6 adaptation through ESR1 mutation, hormone signaling, and ER pathway. It also discusses links to molecular relapse and liquid biopsy, alongside clinical development and portfolio review."
breast-cancer-04-0314,Residual disease monitoring in minimal residual disease: study 314,"This study examines minimal residual disease through liquid biopsy, ctDNA monitoring, and molecular relapse. It also discusses links to endocrine resistance and targeted escape, alongside molecular profiling and translational biomarker.",2024,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 314 [SEP] This study examines minimal residual disease through liquid biopsy, ctDNA monitoring, and molecular relapse. It also discusses links to endocrine resistance and targeted escape, alongside molecular profiling and translational biomarker."
breast-cancer-03-0346,Immunotherapy programs in PD-L1 stratification: study 346,"This study examines PD-L1 stratification through combination immunotherapy, checkpoint biomarker, and stromal exclusion. It also discusses links to longitudinal surveillance and molecular relapse, alongside mechanism of resistance and patient stratification.",2025,TNBC immunotherapy,core,"Immunotherapy programs in PD-L1 stratification: study 346 [SEP] This study examines PD-L1 stratification through combination immunotherapy, checkpoint biomarker, and stromal exclusion. It also discusses links to longitudinal surveillance and molecular relapse, alongside mechanism of resistance and patient stratification."
breast-cancer-04-0369,Residual disease monitoring in ctDNA surveillance: study 369,"This study examines ctDNA surveillance through minimal residual disease, liquid biopsy, and molecular relapse. It also discusses links to microenvironment state and combination immunotherapy, alongside mechanism of resistance and real-world evidence.",2025,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 369 [SEP] This study examines ctDNA surveillance through minimal residual disease, liquid biopsy, and molecular relapse. It also discusses links to microenvironment state and combination immunotherapy, alongside mechanism of resistance and real-world evidence."
breast-cancer-x-0070,Integrated analysis of CDK4/6 adaptation with microenvironment phenotypes: study 70,"This paper links ESR1 mutation and endocrine resistance to PD-L1 selection and TNBC immune context. The framing emphasizes real-world evidence, clinical development, and validation cohort across mixed translational contexts.",2023,Endocrine resistance + TNBC immunotherapy,crossover,"Integrated analysis of CDK4/6 adaptation with microenvironment phenotypes: study 70 [SEP] This paper links ESR1 mutation and endocrine resistance to PD-L1 selection and TNBC immune context. The framing emphasizes real-world evidence, clinical development, and validation cohort across mixed translational contexts."
breast-cancer-01-0433,HER2-focused development in HER2-low disease: study 433,"This study examines HER2-low disease through combination treatment, resistance adaptation, and HER2 biology. It also discusses links to targeted escape and hormone signaling, alongside mechanism of resistance and real-world evidence.",2020,HER2 biology,core,"HER2-focused development in HER2-low disease: study 433 [SEP] This study examines HER2-low disease through combination treatment, resistance adaptation, and HER2 biology. It also discusses links to targeted escape and hormone signaling, alongside mechanism of resistance and real-world evidence."
breast-cancer-02-0065,Endocrine resistance strategy for ESR1 mutations: study 65,"This study examines ESR1 mutations through ER pathway, targeted escape, and endocrine resistance. It also discusses links to minimal residual disease and longitudinal surveillance, alongside patient stratification and real-world evidence.",2025,Endocrine resistance,core,"Endocrine resistance strategy for ESR1 mutations: study 65 [SEP] This study examines ESR1 mutations through ER pathway, targeted escape, and endocrine resistance. It also discusses links to minimal residual disease and longitudinal surveillance, alongside patient stratification and real-world evidence."
breast-cancer-04-0249,Residual disease monitoring in ctDNA surveillance: study 249,"This study examines ctDNA surveillance through longitudinal surveillance, response tracking, and liquid biopsy. It also discusses links to microenvironment state and TNBC immune context, alongside real-world evidence and clinical development.",2025,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 249 [SEP] This study examines ctDNA surveillance through longitudinal surveillance, response tracking, and liquid biopsy. It also discusses links to microenvironment state and TNBC immune context, alongside real-world evidence and clinical development."
breast-cancer-04-0277,Residual disease monitoring in ctDNA surveillance: study 277,"This study examines ctDNA surveillance through minimal residual disease, ctDNA monitoring, and liquid biopsy. It also discusses links to amplification signal and HER2 biology, alongside portfolio review and translational biomarker.",2023,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 277 [SEP] This study examines ctDNA surveillance through minimal residual disease, ctDNA monitoring, and liquid biopsy. It also discusses links to amplification signal and HER2 biology, alongside portfolio review and translational biomarker."
breast-cancer-01-0071,HER2-focused development in brain metastases: study 71,"This study examines brain metastases through brain metastasis, combination treatment, and antibody development. It also discusses links to stromal exclusion and combination immunotherapy, alongside dose optimization and clinical development.",2024,HER2 biology,core,"HER2-focused development in brain metastases: study 71 [SEP] This study examines brain metastases through brain metastasis, combination treatment, and antibody development. It also discusses links to stromal exclusion and combination immunotherapy, alongside dose optimization and clinical development."
breast-cancer-04-0289,Residual disease monitoring in ctDNA surveillance: study 289,"This study examines ctDNA surveillance through longitudinal surveillance, liquid biopsy, and minimal residual disease. It also discusses links to resistance adaptation and amplification signal, alongside portfolio review and validation cohort.",2023,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 289 [SEP] This study examines ctDNA surveillance through longitudinal surveillance, liquid biopsy, and minimal residual disease. It also discusses links to resistance adaptation and amplification signal, alongside portfolio review and validation cohort."
breast-cancer-03-0230,Immunotherapy programs in PD-L1 stratification: study 230,"This study examines PD-L1 stratification through TNBC immune context, combination immunotherapy, and PD-L1 selection. It also discusses links to brain metastasis and combination treatment, alongside early-phase trial and dose optimization.",2023,TNBC immunotherapy,core,"Immunotherapy programs in PD-L1 stratification: study 230 [SEP] This study examines PD-L1 stratification through TNBC immune context, combination immunotherapy, and PD-L1 selection. It also discusses links to brain metastasis and combination treatment, alongside early-phase trial and dose optimization."
breast-cancer-04-0013,Residual disease monitoring in ctDNA surveillance: study 13,"This study examines ctDNA surveillance through liquid biopsy, molecular relapse, and minimal residual disease. It also discusses links to brain metastasis and antibody development, alongside early-phase trial and molecular profiling.",2023,Monitoring and MRD,core,"Residual disease monitoring in ctDNA surveillance: study 13 [SEP] This study examines ctDNA surveillance through liquid biopsy, molecular relapse, and minimal residual disease. It also discusses links to brain metastasis and antibody development, alongside early-phase trial and molecular profiling."
breast-cancer-01-0057,HER2-focused development in HER2-low disease: study 57,"This study examines HER2-low disease through combination treatment, amplification signal, and brain metastasis. It also discusses links to longitudinal surveillance and molecular relapse, alongside early-phase trial and molecular profiling.",2022,HER2 biology,core,"HER2-focused development in HER2-low disease: study 57 [SEP] This study examines HER2-low disease through combination treatment, amplification signal, and brain metastasis. It also discusses links to longitudinal surveillance and molecular relapse, alongside early-phase trial and molecular profiling."
breast-cancer-04-0102,Residual disease monitoring in minimal residual disease: study 102,"This study examines minimal residual disease through minimal residual disease, liquid biopsy, and ctDNA monitoring. It also discusses links to microenvironment state and combination immunotherapy, alongside patient stratification and translational biomarker.",2022,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 102 [SEP] This study examines minimal residual disease through minimal residual disease, liquid biopsy, and ctDNA monitoring. It also discusses links to microenvironment state and combination immunotherapy, alongside patient stratification and translational biomarker."
breast-cancer-02-0152,Endocrine resistance strategy for selective estrogen degraders: study 152,"This study examines selective estrogen degraders through endocrine resistance, ESR1 mutation, and ER pathway. It also discusses links to minimal residual disease and ctDNA monitoring, alongside mechanism of resistance and early-phase trial.",2022,Endocrine resistance,core,"Endocrine resistance strategy for selective estrogen degraders: study 152 [SEP] This study examines selective estrogen degraders through endocrine resistance, ESR1 mutation, and ER pathway. It also discusses links to minimal residual disease and ctDNA monitoring, alongside mechanism of resistance and early-phase trial."
breast-cancer-x-0177,Integrated analysis of HER2-low disease with ESR1 mutations: study 177,"This paper links amplification signal and combination treatment to hormone signaling and endocrine resistance. The framing emphasizes molecular profiling, real-world evidence, and dose optimization across mixed translational contexts.",2022,HER2 biology + Endocrine resistance,crossover,"Integrated analysis of HER2-low disease with ESR1 mutations: study 177 [SEP] This paper links amplification signal and combination treatment to hormone signaling and endocrine resistance. The framing emphasizes molecular profiling, real-world evidence, and dose optimization across mixed translational contexts."
breast-cancer-02-0398,Endocrine resistance strategy for CDK4/6 adaptation: study 398,"This study examines CDK4/6 adaptation through ER pathway, targeted escape, and CDK4/6 adaptation. It also discusses links to molecular relapse and response tracking, alongside translational biomarker and patient stratification.",2022,Endocrine resistance,core,"Endocrine resistance strategy for CDK4/6 adaptation: study 398 [SEP] This study examines CDK4/6 adaptation through ER pathway, targeted escape, and CDK4/6 adaptation. It also discusses links to molecular relapse and response tracking, alongside translational biomarker and patient stratification."
breast-cancer-02-0286,Endocrine resistance strategy for CDK4/6 adaptation: study 286,"This study examines CDK4/6 adaptation through ESR1 mutation, endocrine resistance, and targeted escape. It also discusses links to PD-L1 selection and microenvironment state, alongside early-phase trial and validation cohort.",2024,Endocrine resistance,core,"Endocrine resistance strategy for CDK4/6 adaptation: study 286 [SEP] This study examines CDK4/6 adaptation through ESR1 mutation, endocrine resistance, and targeted escape. It also discusses links to PD-L1 selection and microenvironment state, alongside early-phase trial and validation cohort."
breast-cancer-01-0310,HER2-focused development in HER2 resistance: study 310,"This study examines HER2 resistance through antibody development, amplification signal, and resistance adaptation. It also discusses links to hormone signaling and targeted escape, alongside validation cohort and real-world evidence.",2023,HER2 biology,core,"HER2-focused development in HER2 resistance: study 310 [SEP] This study examines HER2 resistance through antibody development, amplification signal, and resistance adaptation. It also discusses links to hormone signaling and targeted escape, alongside validation cohort and real-world evidence."
breast-cancer-x-0405,Integrated analysis of HER2-low disease with ESR1 mutations: study 405,"This paper links brain metastasis and HER2 biology to ESR1 mutation and endocrine resistance. The framing emphasizes molecular profiling, real-world evidence, and clinical development across mixed translational contexts.",2022,HER2 biology + Endocrine resistance,crossover,"Integrated analysis of HER2-low disease with ESR1 mutations: study 405 [SEP] This paper links brain metastasis and HER2 biology to ESR1 mutation and endocrine resistance. The framing emphasizes molecular profiling, real-world evidence, and clinical development across mixed translational contexts."
breast-cancer-04-0242,Residual disease monitoring in minimal residual disease: study 242,"This study examines minimal residual disease through ctDNA monitoring, minimal residual disease, and liquid biopsy. It also discusses links to ER pathway and targeted escape, alongside validation cohort and portfolio review.",2024,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 242 [SEP] This study examines minimal residual disease through ctDNA monitoring, minimal residual disease, and liquid biopsy. It also discusses links to ER pathway and targeted escape, alongside validation cohort and portfolio review."
breast-cancer-02-0408,Endocrine resistance strategy for selective estrogen degraders: study 408,"This study examines selective estrogen degraders through ESR1 mutation, targeted escape, and hormone signaling. It also discusses links to resistance adaptation and combination treatment, alongside validation cohort and molecular profiling.",2020,Endocrine resistance,core,"Endocrine resistance strategy for selective estrogen degraders: study 408 [SEP] This study examines selective estrogen degraders through ESR1 mutation, targeted escape, and hormone signaling. It also discusses links to resistance adaptation and combination treatment, alongside validation cohort and molecular profiling."
breast-cancer-02-0103,Endocrine resistance strategy for PI3K pathway: study 103,"This study examines PI3K pathway through ESR1 mutation, hormone signaling, and endocrine resistance. It also discusses links to microenvironment state and stromal exclusion, alongside portfolio review and early-phase trial.",2021,Endocrine resistance,core,"Endocrine resistance strategy for PI3K pathway: study 103 [SEP] This study examines PI3K pathway through ESR1 mutation, hormone signaling, and endocrine resistance. It also discusses links to microenvironment state and stromal exclusion, alongside portfolio review and early-phase trial."
breast-cancer-03-0179,Immunotherapy programs in microenvironment phenotypes: study 179,"This study examines microenvironment phenotypes through TNBC immune context, checkpoint biomarker, and combination immunotherapy. It also discusses links to HER2 biology and amplification signal, alongside validation cohort and portfolio review.",2020,TNBC immunotherapy,core,"Immunotherapy programs in microenvironment phenotypes: study 179 [SEP] This study examines microenvironment phenotypes through TNBC immune context, checkpoint biomarker, and combination immunotherapy. It also discusses links to HER2 biology and amplification signal, alongside validation cohort and portfolio review."
breast-cancer-x-0298,Integrated analysis of CDK4/6 adaptation with microenvironment phenotypes: study 298,"This paper links ER pathway and CDK4/6 adaptation to microenvironment state and PD-L1 selection. The framing emphasizes clinical development, patient stratification, and mechanism of resistance across mixed translational contexts.",2023,Endocrine resistance + TNBC immunotherapy,crossover,"Integrated analysis of CDK4/6 adaptation with microenvironment phenotypes: study 298 [SEP] This paper links ER pathway and CDK4/6 adaptation to microenvironment state and PD-L1 selection. The framing emphasizes clinical development, patient stratification, and mechanism of resistance across mixed translational contexts."
breast-cancer-04-0246,Residual disease monitoring in minimal residual disease: study 246,"This study examines minimal residual disease through response tracking, liquid biopsy, and molecular relapse. It also discusses links to stromal exclusion and combination immunotherapy, alongside translational biomarker and clinical development.",2022,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 246 [SEP] This study examines minimal residual disease through response tracking, liquid biopsy, and molecular relapse. It also discusses links to stromal exclusion and combination immunotherapy, alongside translational biomarker and clinical development."
breast-cancer-03-0162,Immunotherapy programs in PD-L1 stratification: study 162,"This study examines PD-L1 stratification through stromal exclusion, PD-L1 selection, and TNBC immune context. It also discusses links to ER pathway and endocrine resistance, alongside mechanism of resistance and patient stratification.",2021,TNBC immunotherapy,core,"Immunotherapy programs in PD-L1 stratification: study 162 [SEP] This study examines PD-L1 stratification through stromal exclusion, PD-L1 selection, and TNBC immune context. It also discusses links to ER pathway and endocrine resistance, alongside mechanism of resistance and patient stratification."
breast-cancer-04-0010,Residual disease monitoring in minimal residual disease: study 10,"This study examines minimal residual disease through ctDNA monitoring, response tracking, and liquid biopsy. It also discusses links to antibody development and amplification signal, alongside real-world evidence and clinical development.",2020,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 10 [SEP] This study examines minimal residual disease through ctDNA monitoring, response tracking, and liquid biopsy. It also discusses links to antibody development and amplification signal, alongside real-world evidence and clinical development."
breast-cancer-x-0096,Integrated analysis of longitudinal liquid biopsy with brain metastases: study 96,"This paper links minimal residual disease and response tracking to amplification signal and brain metastasis. The framing emphasizes clinical development, mechanism of resistance, and translational biomarker across mixed translational contexts.",2025,Monitoring and MRD + HER2 biology,crossover,"Integrated analysis of longitudinal liquid biopsy with brain metastases: study 96 [SEP] This paper links minimal residual disease and response tracking to amplification signal and brain metastasis. The framing emphasizes clinical development, mechanism of resistance, and translational biomarker across mixed translational contexts."
breast-cancer-04-0078,Residual disease monitoring in minimal residual disease: study 78,"This study examines minimal residual disease through response tracking, ctDNA monitoring, and molecular relapse. It also discusses links to checkpoint biomarker and TNBC immune context, alongside early-phase trial and molecular profiling.",2022,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 78 [SEP] This study examines minimal residual disease through response tracking, ctDNA monitoring, and molecular relapse. It also discusses links to checkpoint biomarker and TNBC immune context, alongside early-phase trial and molecular profiling."
breast-cancer-02-0073,Endocrine resistance strategy for ESR1 mutations: study 73,"This study examines ESR1 mutations through ER pathway, endocrine resistance, and hormone signaling. It also discusses links to stromal exclusion and combination immunotherapy, alongside real-world evidence and patient stratification.",2021,Endocrine resistance,core,"Endocrine resistance strategy for ESR1 mutations: study 73 [SEP] This study examines ESR1 mutations through ER pathway, endocrine resistance, and hormone signaling. It also discusses links to stromal exclusion and combination immunotherapy, alongside real-world evidence and patient stratification."
breast-cancer-02-0055,Endocrine resistance strategy for PI3K pathway: study 55,"This study examines PI3K pathway through endocrine resistance, targeted escape, and ESR1 mutation. It also discusses links to stromal exclusion and PD-L1 selection, alongside dose optimization and validation cohort.",2021,Endocrine resistance,core,"Endocrine resistance strategy for PI3K pathway: study 55 [SEP] This study examines PI3K pathway through endocrine resistance, targeted escape, and ESR1 mutation. It also discusses links to stromal exclusion and PD-L1 selection, alongside dose optimization and validation cohort."
breast-cancer-02-0446,Endocrine resistance strategy for CDK4/6 adaptation: study 446,"This study examines CDK4/6 adaptation through ESR1 mutation, targeted escape, and ER pathway. It also discusses links to longitudinal surveillance and minimal residual disease, alongside portfolio review and dose optimization.",2022,Endocrine resistance,core,"Endocrine resistance strategy for CDK4/6 adaptation: study 446 [SEP] This study examines CDK4/6 adaptation through ESR1 mutation, targeted escape, and ER pathway. It also discusses links to longitudinal surveillance and minimal residual disease, alongside portfolio review and dose optimization."
breast-cancer-r-0497,"Landscape review of HER2-low disease, CDK4/6 adaptation, and microenvironment phenotypes","This review connects combination treatment, CDK4/6 adaptation, checkpoint biomarker, and ctDNA monitoring. It frames the field around molecular profiling, clinical development, real-world evidence, and portfolio review.",2020,review-like mixed corpus,review,"Landscape review of HER2-low disease, CDK4/6 adaptation, and microenvironment phenotypes [SEP] This review connects combination treatment, CDK4/6 adaptation, checkpoint biomarker, and ctDNA monitoring. It frames the field around molecular profiling, clinical development, real-world evidence, and portfolio review."
breast-cancer-02-0375,Endocrine resistance strategy for PI3K pathway: study 375,"This study examines PI3K pathway through CDK4/6 adaptation, hormone signaling, and targeted escape. It also discusses links to antibody development and resistance adaptation, alongside portfolio review and patient stratification.",2023,Endocrine resistance,core,"Endocrine resistance strategy for PI3K pathway: study 375 [SEP] This study examines PI3K pathway through CDK4/6 adaptation, hormone signaling, and targeted escape. It also discusses links to antibody development and resistance adaptation, alongside portfolio review and patient stratification."
breast-cancer-r-0495,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease","This review connects antibody development, hormone signaling, PD-L1 selection, and longitudinal surveillance. It frames the field around molecular profiling, early-phase trial, translational biomarker, and patient stratification.",2024,review-like mixed corpus,review,"Landscape review of brain metastases, selective estrogen degraders, and triple-negative disease [SEP] This review connects antibody development, hormone signaling, PD-L1 selection, and longitudinal surveillance. It frames the field around molecular profiling, early-phase trial, translational biomarker, and patient stratification."
breast-cancer-04-0070,Residual disease monitoring in minimal residual disease: study 70,"This study examines minimal residual disease through liquid biopsy, longitudinal surveillance, and response tracking. It also discusses links to amplification signal and brain metastasis, alongside molecular profiling and early-phase trial.",2020,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 70 [SEP] This study examines minimal residual disease through liquid biopsy, longitudinal surveillance, and response tracking. It also discusses links to amplification signal and brain metastasis, alongside molecular profiling and early-phase trial."
breast-cancer-r-0169,"Landscape review of HER2-low disease, CDK4/6 adaptation, and microenvironment phenotypes","This review connects brain metastasis, ESR1 mutation, stromal exclusion, and longitudinal surveillance. It frames the field around clinical development, translational biomarker, real-world evidence, and early-phase trial.",2022,review-like mixed corpus,review,"Landscape review of HER2-low disease, CDK4/6 adaptation, and microenvironment phenotypes [SEP] This review connects brain metastasis, ESR1 mutation, stromal exclusion, and longitudinal surveillance. It frames the field around clinical development, translational biomarker, real-world evidence, and early-phase trial."
breast-cancer-r-0128,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification","This review connects HER2 biology, ER pathway, TNBC immune context, and ctDNA monitoring. It frames the field around portfolio review, validation cohort, dose optimization, and molecular profiling.",2023,review-like mixed corpus,review,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification [SEP] This review connects HER2 biology, ER pathway, TNBC immune context, and ctDNA monitoring. It frames the field around portfolio review, validation cohort, dose optimization, and molecular profiling."
breast-cancer-04-0054,Residual disease monitoring in minimal residual disease: study 54,"This study examines minimal residual disease through liquid biopsy, response tracking, and ctDNA monitoring. It also discusses links to stromal exclusion and TNBC immune context, alongside clinical development and translational biomarker.",2022,Monitoring and MRD,core,"Residual disease monitoring in minimal residual disease: study 54 [SEP] This study examines minimal residual disease through liquid biopsy, response tracking, and ctDNA monitoring. It also discusses links to stromal exclusion and TNBC immune context, alongside clinical development and translational biomarker."
breast-cancer-01-0121,HER2-focused development in HER2-low disease: study 121,"This study examines HER2-low disease through antibody development, brain metastasis, and HER2 biology. It also discusses links to targeted escape and CDK4/6 adaptation, alongside early-phase trial and dose optimization.",2020,HER2 biology,core,"HER2-focused development in HER2-low disease: study 121 [SEP] This study examines HER2-low disease through antibody development, brain metastasis, and HER2 biology. It also discusses links to targeted escape and CDK4/6 adaptation, alongside early-phase trial and dose optimization."
breast-cancer-r-0160,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification","This review connects combination treatment, endocrine resistance, PD-L1 selection, and ctDNA monitoring. It frames the field around validation cohort, clinical development, mechanism of resistance, and translational biomarker.",2025,review-like mixed corpus,review,"Landscape review of HER2 antibody combinations, ESR1 mutations, and PD-L1 stratification [SEP] This review connects combination treatment, endocrine resistance, PD-L1 selection, and ctDNA monitoring. It frames the field around validation cohort, clinical development, mechanism of resistance, and translational biomarker."
breast-cancer-02-0310,Endocrine resistance strategy for CDK4/6 adaptation: study 310,"This study examines CDK4/6 adaptation through ER pathway, CDK4/6 adaptation, and hormone signaling. It also discusses links to TNBC immune context and checkpoint biomarker, alongside patient stratification and early-phase trial.",2024,Endocrine resistance,core,"Endocrine resistance strategy for CDK4/6 adaptation: study 310 [SEP] This study examines CDK4/6 adaptation through ER pathway, CDK4/6 adaptation, and hormone signaling. It also discusses links to TNBC immune context and checkpoint biomarker, alongside patient stratification and early-phase trial."
breast-cancer-x-0187,Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 187,"This paper links combination immunotherapy and checkpoint biomarker to minimal residual disease and ctDNA monitoring. The framing emphasizes patient stratification, validation cohort, and dose optimization across mixed translational contexts.",2020,TNBC immunotherapy + Monitoring and MRD,crossover,"Integrated analysis of microenvironment phenotypes with ctDNA surveillance: study 187 [SEP] This paper links combination immunotherapy and checkpoint biomarker to minimal residual disease and ctDNA monitoring. The framing emphasizes patient stratification, validation cohort, and dose optimization across mixed translational contexts."
breast-cancer-04-0119,Residual disease monitoring in neoadjuvant response: study 119,"This study examines neoadjuvant response through ctDNA monitoring, longitudinal surveillance, and minimal residual disease. It also discusses links to ESR1 mutation and CDK4/6 adaptation, alongside early-phase trial and molecular profiling.",2021,Monitoring and MRD,core,"Residual disease monitoring in neoadjuvant response: study 119 [SEP] This study examines neoadjuvant response through ctDNA monitoring, longitudinal surveillance, and minimal residual disease. It also discusses links to ESR1 mutation and CDK4/6 adaptation, alongside early-phase trial and molecular profiling."
breast-cancer-01-0314,HER2-focused development in HER2 resistance: study 314,"This study examines HER2 resistance through antibody development, amplification signal, and combination treatment. It also discusses links to PD-L1 selection and TNBC immune context, alongside real-world evidence and dose optimization.",2021,HER2 biology,core,"HER2-focused development in HER2 resistance: study 314 [SEP] This study examines HER2 resistance through antibody development, amplification signal, and combination treatment. It also discusses links to PD-L1 selection and TNBC immune context, alongside real-world evidence and dose optimization."
breast-cancer-04-0063,Residual disease monitoring in neoadjuvant response: study 63,"This study examines neoadjuvant response through response tracking, liquid biopsy, and minimal residual disease. It also discusses links to stromal exclusion and combination immunotherapy, alongside early-phase trial and translational biomarker.",2025,Monitoring and MRD,core,"Residual disease monitoring in neoadjuvant response: study 63 [SEP] This study examines neoadjuvant response through response tracking, liquid biopsy, and minimal residual disease. It also discusses links to stromal exclusion and combination immunotherapy, alongside early-phase trial and translational biomarker."
breast-cancer-01-0234,HER2-focused development in HER2 resistance: study 234,"This study examines HER2 resistance through brain metastasis, amplification signal, and HER2 biology. It also discusses links to longitudinal surveillance and molecular relapse, alongside early-phase trial and dose optimization.",2025,HER2 biology,core,"HER2-focused development in HER2 resistance: study 234 [SEP] This study examines HER2 resistance through brain metastasis, amplification signal, and HER2 biology. It also discusses links to longitudinal surveillance and molecular relapse, alongside early-phase trial and dose optimization."
breast-cancer-02-0008,Endocrine resistance strategy for selective estrogen degraders: study 8,"This study examines selective estrogen degraders through ER pathway, hormone signaling, and CDK4/6 adaptation. It also discusses links to molecular relapse and liquid biopsy, alongside portfolio review and translational biomarker.",2022,Endocrine resistance,core,"Endocrine resistance strategy for selective estrogen degraders: study 8 [SEP] This study examines selective estrogen degraders through ER pathway, hormone signaling, and CDK4/6 adaptation. It also discusses links to molecular relapse and liquid biopsy, alongside portfolio review and translational biomarker."
