record_id,title,abstract,year,seed_theme,record_type,text_for_embedding
adc-landscape-r-0002,"Landscape review of TROP2 programs, cleavable linkers, and lysosomal processing","This review connects surface biology, site-specific linker, payload efflux, and dose reduction. It frames the field around real-world evidence, validation cohort, clinical development, and portfolio review.",2023,review-like mixed corpus,review,"Landscape review of TROP2 programs, cleavable linkers, and lysosomal processing [SEP] This review connects surface biology, site-specific linker, payload efflux, and dose reduction. It frames the field around real-world evidence, validation cohort, clinical development, and portfolio review."
adc-landscape-r-0469,"Landscape review of HER2 ADCs, tubulin payloads, and payload efflux","This review connects target expression, payload release, bystander killing, and dose reduction. It frames the field around real-world evidence, dose optimization, translational biomarker, and mechanism of resistance.",2022,review-like mixed corpus,review,"Landscape review of HER2 ADCs, tubulin payloads, and payload efflux [SEP] This review connects target expression, payload release, bystander killing, and dose reduction. It frames the field around real-world evidence, dose optimization, translational biomarker, and mechanism of resistance."
adc-landscape-03-0048,Resistance mechanisms in lysosomal processing: study 48,"This study examines lysosomal processing through payload efflux, resistance biology, and lysosomal escape. It also discusses links to drug-antibody ratio and site-specific linker, alongside translational biomarker and dose optimization.",2021,Resistance and bystander,core,"Resistance mechanisms in lysosomal processing: study 48 [SEP] This study examines lysosomal processing through payload efflux, resistance biology, and lysosomal escape. It also discusses links to drug-antibody ratio and site-specific linker, alongside translational biomarker and dose optimization."
adc-landscape-r-0388,"Landscape review of LIV1 selection, topoisomerase payloads, and bystander effect","This review connects target expression, site-specific linker, resistance biology, and translation risk. It frames the field around molecular profiling, translational biomarker, mechanism of resistance, and real-world evidence.",2025,review-like mixed corpus,review,"Landscape review of LIV1 selection, topoisomerase payloads, and bystander effect [SEP] This review connects target expression, site-specific linker, resistance biology, and translation risk. It frames the field around molecular profiling, translational biomarker, mechanism of resistance, and real-world evidence."
adc-landscape-03-0422,Resistance mechanisms in bystander effect: study 422,"This study examines bystander effect through payload efflux, resistance biology, and heterogeneity signal. It also discusses links to surface biology and tumor heterogeneity, alongside portfolio review and validation cohort.",2023,Resistance and bystander,core,"Resistance mechanisms in bystander effect: study 422 [SEP] This study examines bystander effect through payload efflux, resistance biology, and heterogeneity signal. It also discusses links to surface biology and tumor heterogeneity, alongside portfolio review and validation cohort."
adc-landscape-03-0489,Resistance mechanisms in antigen loss: study 489,"This study examines antigen loss through heterogeneity signal, processing defect, and payload efflux. It also discusses links to linker stability and site-specific linker, alongside patient stratification and dose optimization.",2024,Resistance and bystander,core,"Resistance mechanisms in antigen loss: study 489 [SEP] This study examines antigen loss through heterogeneity signal, processing defect, and payload efflux. It also discusses links to linker stability and site-specific linker, alongside patient stratification and dose optimization."
adc-landscape-01-0184,Target biology for LIV1 selection: study 184,"This study examines LIV1 selection through internalization, tumor heterogeneity, and surface biology. It also discusses links to site-specific linker and linker stability, alongside portfolio review and molecular profiling.",2023,Target biology,core,"Target biology for LIV1 selection: study 184 [SEP] This study examines LIV1 selection through internalization, tumor heterogeneity, and surface biology. It also discusses links to site-specific linker and linker stability, alongside portfolio review and molecular profiling."
adc-landscape-03-0135,Resistance mechanisms in payload efflux: study 135,"This study examines payload efflux through payload efflux, heterogeneity signal, and bystander killing. It also discusses links to linker stability and conjugation chemistry, alongside patient stratification and dose optimization.",2024,Resistance and bystander,core,"Resistance mechanisms in payload efflux: study 135 [SEP] This study examines payload efflux through payload efflux, heterogeneity signal, and bystander killing. It also discusses links to linker stability and conjugation chemistry, alongside patient stratification and dose optimization."
adc-landscape-01-0189,Target biology for HER2 ADCs: study 189,"This study examines HER2 ADCs through target expression, surface biology, and internalization. It also discusses links to hematologic toxicity and safety signal, alongside early-phase trial and clinical development.",2022,Target biology,core,"Target biology for HER2 ADCs: study 189 [SEP] This study examines HER2 ADCs through target expression, surface biology, and internalization. It also discusses links to hematologic toxicity and safety signal, alongside early-phase trial and clinical development."
adc-landscape-01-0421,Target biology for HER2 ADCs: study 421,"This study examines HER2 ADCs through target expression, internalization, and antigen density. It also discusses links to linker stability and drug-antibody ratio, alongside portfolio review and molecular profiling.",2020,Target biology,core,"Target biology for HER2 ADCs: study 421 [SEP] This study examines HER2 ADCs through target expression, internalization, and antigen density. It also discusses links to linker stability and drug-antibody ratio, alongside portfolio review and molecular profiling."
adc-landscape-01-0171,Target biology for HER3 targeting: study 171,"This study examines HER3 targeting through target expression, selection rationale, and internalization. It also discusses links to dose reduction and lung toxicity, alongside clinical development and patient stratification.",2022,Target biology,core,"Target biology for HER3 targeting: study 171 [SEP] This study examines HER3 targeting through target expression, selection rationale, and internalization. It also discusses links to dose reduction and lung toxicity, alongside clinical development and patient stratification."
adc-landscape-03-0378,Resistance mechanisms in bystander effect: study 378,"This study examines bystander effect through heterogeneity signal, processing defect, and bystander killing. It also discusses links to conjugation chemistry and bystander payload, alongside validation cohort and clinical development.",2021,Resistance and bystander,core,"Resistance mechanisms in bystander effect: study 378 [SEP] This study examines bystander effect through heterogeneity signal, processing defect, and bystander killing. It also discusses links to conjugation chemistry and bystander payload, alongside validation cohort and clinical development."
adc-landscape-01-0461,Target biology for HER2 ADCs: study 461,"This study examines HER2 ADCs through antigen density, internalization, and target expression. It also discusses links to lysosomal escape and payload efflux, alongside molecular profiling and patient stratification.",2024,Target biology,core,"Target biology for HER2 ADCs: study 461 [SEP] This study examines HER2 ADCs through antigen density, internalization, and target expression. It also discusses links to lysosomal escape and payload efflux, alongside molecular profiling and patient stratification."
adc-landscape-01-0044,Target biology for LIV1 selection: study 44,"This study examines LIV1 selection through antigen density, surface biology, and target expression. It also discusses links to payload efflux and lysosomal escape, alongside molecular profiling and portfolio review.",2021,Target biology,core,"Target biology for LIV1 selection: study 44 [SEP] This study examines LIV1 selection through antigen density, surface biology, and target expression. It also discusses links to payload efflux and lysosomal escape, alongside molecular profiling and portfolio review."
adc-landscape-01-0088,Target biology for LIV1 selection: study 88,"This study examines LIV1 selection through surface biology, selection rationale, and internalization. It also discusses links to linker stability and conjugation chemistry, alongside translational biomarker and patient stratification.",2023,Target biology,core,"Target biology for LIV1 selection: study 88 [SEP] This study examines LIV1 selection through surface biology, selection rationale, and internalization. It also discusses links to linker stability and conjugation chemistry, alongside translational biomarker and patient stratification."
adc-landscape-03-0323,Resistance mechanisms in payload efflux: study 323,"This study examines payload efflux through lysosomal escape, payload efflux, and resistance biology. It also discusses links to internalization and antigen density, alongside early-phase trial and translational biomarker.",2020,Resistance and bystander,core,"Resistance mechanisms in payload efflux: study 323 [SEP] This study examines payload efflux through lysosomal escape, payload efflux, and resistance biology. It also discusses links to internalization and antigen density, alongside early-phase trial and translational biomarker."
adc-landscape-04-0241,Clinical safety translation of interstitial lung disease: study 241,"This study examines interstitial lung disease through safety signal, clinical monitoring, and lung toxicity. It also discusses links to target expression and antigen density, alongside real-world evidence and dose optimization.",2023,Safety translation,core,"Clinical safety translation of interstitial lung disease: study 241 [SEP] This study examines interstitial lung disease through safety signal, clinical monitoring, and lung toxicity. It also discusses links to target expression and antigen density, alongside real-world evidence and dose optimization."
adc-landscape-02-0206,Linker-payload optimization for tubulin payloads: study 206,"This study examines tubulin payloads through drug-antibody ratio, site-specific linker, and linker stability. It also discusses links to clinical monitoring and dose reduction, alongside real-world evidence and dose optimization.",2022,Linker and payload,core,"Linker-payload optimization for tubulin payloads: study 206 [SEP] This study examines tubulin payloads through drug-antibody ratio, site-specific linker, and linker stability. It also discusses links to clinical monitoring and dose reduction, alongside real-world evidence and dose optimization."
adc-landscape-02-0404,Linker-payload optimization for site-specific conjugation: study 404,"This study examines site-specific conjugation through linker stability, site-specific linker, and payload release. It also discusses links to hematologic toxicity and dose reduction, alongside dose optimization and real-world evidence.",2022,Linker and payload,core,"Linker-payload optimization for site-specific conjugation: study 404 [SEP] This study examines site-specific conjugation through linker stability, site-specific linker, and payload release. It also discusses links to hematologic toxicity and dose reduction, alongside dose optimization and real-world evidence."
adc-landscape-01-0283,Target biology for HER3 targeting: study 283,"This study examines HER3 targeting through selection rationale, target expression, and antigen density. It also discusses links to payload release and bystander payload, alongside clinical development and validation cohort.",2020,Target biology,core,"Target biology for HER3 targeting: study 283 [SEP] This study examines HER3 targeting through selection rationale, target expression, and antigen density. It also discusses links to payload release and bystander payload, alongside clinical development and validation cohort."
adc-landscape-x-0459,Integrated analysis of payload efflux with interstitial lung disease: study 459,"This paper links payload efflux and lysosomal escape to hematologic toxicity and translation risk. The framing emphasizes clinical development, patient stratification, and early-phase trial across mixed translational contexts.",2022,Resistance and bystander + Safety translation,crossover,"Integrated analysis of payload efflux with interstitial lung disease: study 459 [SEP] This paper links payload efflux and lysosomal escape to hematologic toxicity and translation risk. The framing emphasizes clinical development, patient stratification, and early-phase trial across mixed translational contexts."
adc-landscape-02-0194,Linker-payload optimization for tubulin payloads: study 194,"This study examines tubulin payloads through conjugation chemistry, linker stability, and site-specific linker. It also discusses links to hematologic toxicity and translation risk, alongside dose optimization and real-world evidence.",2022,Linker and payload,core,"Linker-payload optimization for tubulin payloads: study 194 [SEP] This study examines tubulin payloads through conjugation chemistry, linker stability, and site-specific linker. It also discusses links to hematologic toxicity and translation risk, alongside dose optimization and real-world evidence."
adc-landscape-x-0090,Integrated analysis of tubulin payloads with payload efflux: study 90,"This paper links bystander payload and payload release to processing defect and payload efflux. The framing emphasizes dose optimization, mechanism of resistance, and translational biomarker across mixed translational contexts.",2025,Linker and payload + Resistance and bystander,crossover,"Integrated analysis of tubulin payloads with payload efflux: study 90 [SEP] This paper links bystander payload and payload release to processing defect and payload efflux. The framing emphasizes dose optimization, mechanism of resistance, and translational biomarker across mixed translational contexts."
adc-landscape-x-0067,Integrated analysis of payload efflux with interstitial lung disease: study 67,"This paper links payload efflux and lysosomal escape to clinical monitoring and lung toxicity. The framing emphasizes molecular profiling, early-phase trial, and portfolio review across mixed translational contexts.",2020,Resistance and bystander + Safety translation,crossover,"Integrated analysis of payload efflux with interstitial lung disease: study 67 [SEP] This paper links payload efflux and lysosomal escape to clinical monitoring and lung toxicity. The framing emphasizes molecular profiling, early-phase trial, and portfolio review across mixed translational contexts."
adc-landscape-01-0258,Target biology for TROP2 programs: study 258,"This study examines TROP2 programs through selection rationale, surface biology, and tumor heterogeneity. It also discusses links to hematologic toxicity and lung toxicity, alongside real-world evidence and mechanism of resistance.",2025,Target biology,core,"Target biology for TROP2 programs: study 258 [SEP] This study examines TROP2 programs through selection rationale, surface biology, and tumor heterogeneity. It also discusses links to hematologic toxicity and lung toxicity, alongside real-world evidence and mechanism of resistance."
adc-landscape-r-0145,"Landscape review of HER2 ADCs, tubulin payloads, and payload efflux","This review connects internalization, site-specific linker, resistance biology, and safety signal. It frames the field around validation cohort, clinical development, early-phase trial, and mechanism of resistance.",2022,review-like mixed corpus,review,"Landscape review of HER2 ADCs, tubulin payloads, and payload efflux [SEP] This review connects internalization, site-specific linker, resistance biology, and safety signal. It frames the field around validation cohort, clinical development, early-phase trial, and mechanism of resistance."
adc-landscape-r-0095,"Landscape review of HER3 targeting, site-specific conjugation, and antigen loss","This review connects surface biology, conjugation chemistry, processing defect, and dose reduction. It frames the field around portfolio review, real-world evidence, dose optimization, and molecular profiling.",2020,review-like mixed corpus,review,"Landscape review of HER3 targeting, site-specific conjugation, and antigen loss [SEP] This review connects surface biology, conjugation chemistry, processing defect, and dose reduction. It frames the field around portfolio review, real-world evidence, dose optimization, and molecular profiling."
adc-landscape-x-0443,Integrated analysis of payload efflux with interstitial lung disease: study 443,"This paper links resistance biology and payload efflux to hematologic toxicity and dose reduction. The framing emphasizes patient stratification, portfolio review, and real-world evidence across mixed translational contexts.",2024,Resistance and bystander + Safety translation,crossover,"Integrated analysis of payload efflux with interstitial lung disease: study 443 [SEP] This paper links resistance biology and payload efflux to hematologic toxicity and dose reduction. The framing emphasizes patient stratification, portfolio review, and real-world evidence across mixed translational contexts."
adc-landscape-r-0384,"Landscape review of LIV1 selection, topoisomerase payloads, and bystander effect","This review connects tumor heterogeneity, payload release, lysosomal escape, and dose reduction. It frames the field around real-world evidence, early-phase trial, dose optimization, and clinical development.",2021,review-like mixed corpus,review,"Landscape review of LIV1 selection, topoisomerase payloads, and bystander effect [SEP] This review connects tumor heterogeneity, payload release, lysosomal escape, and dose reduction. It frames the field around real-world evidence, early-phase trial, dose optimization, and clinical development."
adc-landscape-03-0217,Resistance mechanisms in antigen loss: study 217,"This study examines antigen loss through heterogeneity signal, lysosomal escape, and processing defect. It also discusses links to lung toxicity and translation risk, alongside portfolio review and early-phase trial.",2022,Resistance and bystander,core,"Resistance mechanisms in antigen loss: study 217 [SEP] This study examines antigen loss through heterogeneity signal, lysosomal escape, and processing defect. It also discusses links to lung toxicity and translation risk, alongside portfolio review and early-phase trial."
adc-landscape-03-0042,Resistance mechanisms in bystander effect: study 42,"This study examines bystander effect through payload efflux, lysosomal escape, and processing defect. It also discusses links to linker stability and conjugation chemistry, alongside early-phase trial and dose optimization.",2021,Resistance and bystander,core,"Resistance mechanisms in bystander effect: study 42 [SEP] This study examines bystander effect through payload efflux, lysosomal escape, and processing defect. It also discusses links to linker stability and conjugation chemistry, alongside early-phase trial and dose optimization."
adc-landscape-x-0454,Integrated analysis of tubulin payloads with payload efflux: study 454,"This paper links site-specific linker and linker stability to heterogeneity signal and bystander killing. The framing emphasizes clinical development, dose optimization, and molecular profiling across mixed translational contexts.",2023,Linker and payload + Resistance and bystander,crossover,"Integrated analysis of tubulin payloads with payload efflux: study 454 [SEP] This paper links site-specific linker and linker stability to heterogeneity signal and bystander killing. The framing emphasizes clinical development, dose optimization, and molecular profiling across mixed translational contexts."
adc-landscape-01-0150,Target biology for TROP2 programs: study 150,"This study examines TROP2 programs through antigen density, surface biology, and internalization. It also discusses links to hematologic toxicity and clinical monitoring, alongside real-world evidence and early-phase trial.",2025,Target biology,core,"Target biology for TROP2 programs: study 150 [SEP] This study examines TROP2 programs through antigen density, surface biology, and internalization. It also discusses links to hematologic toxicity and clinical monitoring, alongside real-world evidence and early-phase trial."
adc-landscape-04-0237,Clinical safety translation of interstitial lung disease: study 237,"This study examines interstitial lung disease through lung toxicity, safety signal, and translation risk. It also discusses links to resistance biology and lysosomal escape, alongside translational biomarker and molecular profiling.",2025,Safety translation,core,"Clinical safety translation of interstitial lung disease: study 237 [SEP] This study examines interstitial lung disease through lung toxicity, safety signal, and translation risk. It also discusses links to resistance biology and lysosomal escape, alongside translational biomarker and molecular profiling."
adc-landscape-x-0359,Integrated analysis of payload efflux with interstitial lung disease: study 359,"This paper links heterogeneity signal and processing defect to hematologic toxicity and safety signal. The framing emphasizes mechanism of resistance, molecular profiling, and early-phase trial across mixed translational contexts.",2024,Resistance and bystander + Safety translation,crossover,"Integrated analysis of payload efflux with interstitial lung disease: study 359 [SEP] This paper links heterogeneity signal and processing defect to hematologic toxicity and safety signal. The framing emphasizes mechanism of resistance, molecular profiling, and early-phase trial across mixed translational contexts."
adc-landscape-x-0393,Integrated analysis of HER2 ADCs with topoisomerase payloads: study 393,"This paper links antigen density and selection rationale to drug-antibody ratio and linker stability. The framing emphasizes real-world evidence, early-phase trial, and mechanism of resistance across mixed translational contexts.",2022,Target biology + Linker and payload,crossover,"Integrated analysis of HER2 ADCs with topoisomerase payloads: study 393 [SEP] This paper links antigen density and selection rationale to drug-antibody ratio and linker stability. The framing emphasizes real-world evidence, early-phase trial, and mechanism of resistance across mixed translational contexts."
adc-landscape-x-0442,Integrated analysis of tubulin payloads with payload efflux: study 442,"This paper links drug-antibody ratio and linker stability to resistance biology and lysosomal escape. The framing emphasizes early-phase trial, mechanism of resistance, and patient stratification across mixed translational contexts.",2023,Linker and payload + Resistance and bystander,crossover,"Integrated analysis of tubulin payloads with payload efflux: study 442 [SEP] This paper links drug-antibody ratio and linker stability to resistance biology and lysosomal escape. The framing emphasizes early-phase trial, mechanism of resistance, and patient stratification across mixed translational contexts."
adc-landscape-x-0113,Integrated analysis of HER2 ADCs with topoisomerase payloads: study 113,"This paper links internalization and target expression to conjugation chemistry and payload release. The framing emphasizes early-phase trial, validation cohort, and real-world evidence across mixed translational contexts.",2024,Target biology + Linker and payload,crossover,"Integrated analysis of HER2 ADCs with topoisomerase payloads: study 113 [SEP] This paper links internalization and target expression to conjugation chemistry and payload release. The framing emphasizes early-phase trial, validation cohort, and real-world evidence across mixed translational contexts."
adc-landscape-x-0418,Integrated analysis of tubulin payloads with payload efflux: study 418,"This paper links bystander payload and drug-antibody ratio to resistance biology and heterogeneity signal. The framing emphasizes patient stratification, dose optimization, and translational biomarker across mixed translational contexts.",2023,Linker and payload + Resistance and bystander,crossover,"Integrated analysis of tubulin payloads with payload efflux: study 418 [SEP] This paper links bystander payload and drug-antibody ratio to resistance biology and heterogeneity signal. The framing emphasizes patient stratification, dose optimization, and translational biomarker across mixed translational contexts."
adc-landscape-01-0135,Target biology for HER3 targeting: study 135,"This study examines HER3 targeting through target expression, tumor heterogeneity, and surface biology. It also discusses links to clinical monitoring and dose reduction, alongside clinical development and validation cohort.",2022,Target biology,core,"Target biology for HER3 targeting: study 135 [SEP] This study examines HER3 targeting through target expression, tumor heterogeneity, and surface biology. It also discusses links to clinical monitoring and dose reduction, alongside clinical development and validation cohort."
adc-landscape-r-0431,"Landscape review of HER3 targeting, site-specific conjugation, and antigen loss","This review connects surface biology, drug-antibody ratio, payload efflux, and hematologic toxicity. It frames the field around patient stratification, validation cohort, real-world evidence, and mechanism of resistance.",2020,review-like mixed corpus,review,"Landscape review of HER3 targeting, site-specific conjugation, and antigen loss [SEP] This review connects surface biology, drug-antibody ratio, payload efflux, and hematologic toxicity. It frames the field around patient stratification, validation cohort, real-world evidence, and mechanism of resistance."
adc-landscape-02-0332,Linker-payload optimization for site-specific conjugation: study 332,"This study examines site-specific conjugation through bystander payload, conjugation chemistry, and linker stability. It also discusses links to dose reduction and translation risk, alongside dose optimization and early-phase trial.",2022,Linker and payload,core,"Linker-payload optimization for site-specific conjugation: study 332 [SEP] This study examines site-specific conjugation through bystander payload, conjugation chemistry, and linker stability. It also discusses links to dose reduction and translation risk, alongside dose optimization and early-phase trial."
adc-landscape-04-0301,Clinical safety translation of interstitial lung disease: study 301,"This study examines interstitial lung disease through clinical monitoring, safety signal, and dose reduction. It also discusses links to target expression and tumor heterogeneity, alongside molecular profiling and clinical development.",2023,Safety translation,core,"Clinical safety translation of interstitial lung disease: study 301 [SEP] This study examines interstitial lung disease through clinical monitoring, safety signal, and dose reduction. It also discusses links to target expression and tumor heterogeneity, alongside molecular profiling and clinical development."
adc-landscape-r-0430,"Landscape review of TROP2 programs, cleavable linkers, and lysosomal processing","This review connects antigen density, site-specific linker, heterogeneity signal, and safety signal. It frames the field around real-world evidence, clinical development, patient stratification, and dose optimization.",2025,review-like mixed corpus,review,"Landscape review of TROP2 programs, cleavable linkers, and lysosomal processing [SEP] This review connects antigen density, site-specific linker, heterogeneity signal, and safety signal. It frames the field around real-world evidence, clinical development, patient stratification, and dose optimization."
adc-landscape-r-0489,"Landscape review of HER2 ADCs, tubulin payloads, and payload efflux","This review connects surface biology, site-specific linker, lysosomal escape, and lung toxicity. It frames the field around patient stratification, mechanism of resistance, portfolio review, and early-phase trial.",2024,review-like mixed corpus,review,"Landscape review of HER2 ADCs, tubulin payloads, and payload efflux [SEP] This review connects surface biology, site-specific linker, lysosomal escape, and lung toxicity. It frames the field around patient stratification, mechanism of resistance, portfolio review, and early-phase trial."
adc-landscape-04-0399,Clinical safety translation of hematologic toxicity: study 399,"This study examines hematologic toxicity through hematologic toxicity, dose reduction, and clinical monitoring. It also discusses links to lysosomal escape and resistance biology, alongside patient stratification and dose optimization.",2025,Safety translation,core,"Clinical safety translation of hematologic toxicity: study 399 [SEP] This study examines hematologic toxicity through hematologic toxicity, dose reduction, and clinical monitoring. It also discusses links to lysosomal escape and resistance biology, alongside patient stratification and dose optimization."
adc-landscape-02-0365,Linker-payload optimization for topoisomerase payloads: study 365,"This study examines topoisomerase payloads through drug-antibody ratio, site-specific linker, and bystander payload. It also discusses links to translation risk and clinical monitoring, alongside early-phase trial and molecular profiling.",2025,Linker and payload,core,"Linker-payload optimization for topoisomerase payloads: study 365 [SEP] This study examines topoisomerase payloads through drug-antibody ratio, site-specific linker, and bystander payload. It also discusses links to translation risk and clinical monitoring, alongside early-phase trial and molecular profiling."
adc-landscape-02-0029,Linker-payload optimization for topoisomerase payloads: study 29,"This study examines topoisomerase payloads through conjugation chemistry, linker stability, and bystander payload. It also discusses links to lung toxicity and hematologic toxicity, alongside real-world evidence and validation cohort.",2025,Linker and payload,core,"Linker-payload optimization for topoisomerase payloads: study 29 [SEP] This study examines topoisomerase payloads through conjugation chemistry, linker stability, and bystander payload. It also discusses links to lung toxicity and hematologic toxicity, alongside real-world evidence and validation cohort."
adc-landscape-x-0220,Integrated analysis of dose optimization with HER3 targeting: study 220,"This paper links lung toxicity and safety signal to internalization and antigen density. The framing emphasizes clinical development, real-world evidence, and validation cohort across mixed translational contexts.",2023,Safety translation + Target biology,crossover,"Integrated analysis of dose optimization with HER3 targeting: study 220 [SEP] This paper links lung toxicity and safety signal to internalization and antigen density. The framing emphasizes clinical development, real-world evidence, and validation cohort across mixed translational contexts."
adc-landscape-01-0431,Target biology for HER3 targeting: study 431,"This study examines HER3 targeting through target expression, selection rationale, and tumor heterogeneity. It also discusses links to heterogeneity signal and bystander killing, alongside real-world evidence and early-phase trial.",2024,Target biology,core,"Target biology for HER3 targeting: study 431 [SEP] This study examines HER3 targeting through target expression, selection rationale, and tumor heterogeneity. It also discusses links to heterogeneity signal and bystander killing, alongside real-world evidence and early-phase trial."
adc-landscape-r-0244,"Landscape review of LIV1 selection, topoisomerase payloads, and bystander effect","This review connects internalization, site-specific linker, processing defect, and translation risk. It frames the field around dose optimization, molecular profiling, validation cohort, and real-world evidence.",2025,review-like mixed corpus,review,"Landscape review of LIV1 selection, topoisomerase payloads, and bystander effect [SEP] This review connects internalization, site-specific linker, processing defect, and translation risk. It frames the field around dose optimization, molecular profiling, validation cohort, and real-world evidence."
adc-landscape-04-0245,Clinical safety translation of interstitial lung disease: study 245,"This study examines interstitial lung disease through safety signal, hematologic toxicity, and dose reduction. It also discusses links to linker stability and conjugation chemistry, alongside translational biomarker and validation cohort.",2021,Safety translation,core,"Clinical safety translation of interstitial lung disease: study 245 [SEP] This study examines interstitial lung disease through safety signal, hematologic toxicity, and dose reduction. It also discusses links to linker stability and conjugation chemistry, alongside translational biomarker and validation cohort."
adc-landscape-02-0111,Linker-payload optimization for cleavable linkers: study 111,"This study examines cleavable linkers through payload release, bystander payload, and site-specific linker. It also discusses links to selection rationale and antigen density, alongside dose optimization and early-phase trial.",2023,Linker and payload,core,"Linker-payload optimization for cleavable linkers: study 111 [SEP] This study examines cleavable linkers through payload release, bystander payload, and site-specific linker. It also discusses links to selection rationale and antigen density, alongside dose optimization and early-phase trial."
adc-landscape-02-0450,Linker-payload optimization for tubulin payloads: study 450,"This study examines tubulin payloads through payload release, linker stability, and conjugation chemistry. It also discusses links to internalization and target expression, alongside dose optimization and clinical development.",2020,Linker and payload,core,"Linker-payload optimization for tubulin payloads: study 450 [SEP] This study examines tubulin payloads through payload release, linker stability, and conjugation chemistry. It also discusses links to internalization and target expression, alongside dose optimization and clinical development."
adc-landscape-r-0312,"Landscape review of LIV1 selection, topoisomerase payloads, and bystander effect","This review connects surface biology, payload release, processing defect, and translation risk. It frames the field around validation cohort, mechanism of resistance, molecular profiling, and clinical development.",2021,review-like mixed corpus,review,"Landscape review of LIV1 selection, topoisomerase payloads, and bystander effect [SEP] This review connects surface biology, payload release, processing defect, and translation risk. It frames the field around validation cohort, mechanism of resistance, molecular profiling, and clinical development."
adc-landscape-01-0222,Target biology for TROP2 programs: study 222,"This study examines TROP2 programs through surface biology, antigen density, and internalization. It also discusses links to hematologic toxicity and safety signal, alongside patient stratification and early-phase trial.",2025,Target biology,core,"Target biology for TROP2 programs: study 222 [SEP] This study examines TROP2 programs through surface biology, antigen density, and internalization. It also discusses links to hematologic toxicity and safety signal, alongside patient stratification and early-phase trial."
adc-landscape-04-0416,Clinical safety translation of dose optimization: study 416,"This study examines dose optimization through safety signal, clinical monitoring, and lung toxicity. It also discusses links to site-specific linker and bystander payload, alongside mechanism of resistance and real-world evidence.",2024,Safety translation,core,"Clinical safety translation of dose optimization: study 416 [SEP] This study examines dose optimization through safety signal, clinical monitoring, and lung toxicity. It also discusses links to site-specific linker and bystander payload, alongside mechanism of resistance and real-world evidence."
adc-landscape-x-0412,Integrated analysis of dose optimization with HER3 targeting: study 412,"This paper links hematologic toxicity and lung toxicity to target expression and antigen density. The framing emphasizes dose optimization, molecular profiling, and real-world evidence across mixed translational contexts.",2023,Safety translation + Target biology,crossover,"Integrated analysis of dose optimization with HER3 targeting: study 412 [SEP] This paper links hematologic toxicity and lung toxicity to target expression and antigen density. The framing emphasizes dose optimization, molecular profiling, and real-world evidence across mixed translational contexts."
adc-landscape-03-0037,Resistance mechanisms in antigen loss: study 37,"This study examines antigen loss through payload efflux, bystander killing, and resistance biology. It also discusses links to clinical monitoring and hematologic toxicity, alongside real-world evidence and validation cohort.",2022,Resistance and bystander,core,"Resistance mechanisms in antigen loss: study 37 [SEP] This study examines antigen loss through payload efflux, bystander killing, and resistance biology. It also discusses links to clinical monitoring and hematologic toxicity, alongside real-world evidence and validation cohort."
adc-landscape-r-0146,"Landscape review of TROP2 programs, cleavable linkers, and lysosomal processing","This review connects surface biology, site-specific linker, processing defect, and safety signal. It frames the field around validation cohort, molecular profiling, dose optimization, and patient stratification.",2023,review-like mixed corpus,review,"Landscape review of TROP2 programs, cleavable linkers, and lysosomal processing [SEP] This review connects surface biology, site-specific linker, processing defect, and safety signal. It frames the field around validation cohort, molecular profiling, dose optimization, and patient stratification."
adc-landscape-02-0433,Linker-payload optimization for topoisomerase payloads: study 433,"This study examines topoisomerase payloads through drug-antibody ratio, conjugation chemistry, and linker stability. It also discusses links to lysosomal escape and resistance biology, alongside portfolio review and real-world evidence.",2021,Linker and payload,core,"Linker-payload optimization for topoisomerase payloads: study 433 [SEP] This study examines topoisomerase payloads through drug-antibody ratio, conjugation chemistry, and linker stability. It also discusses links to lysosomal escape and resistance biology, alongside portfolio review and real-world evidence."
adc-landscape-r-0056,"Landscape review of LIV1 selection, topoisomerase payloads, and bystander effect","This review connects target expression, linker stability, bystander killing, and clinical monitoring. It frames the field around clinical development, molecular profiling, translational biomarker, and real-world evidence.",2023,review-like mixed corpus,review,"Landscape review of LIV1 selection, topoisomerase payloads, and bystander effect [SEP] This review connects target expression, linker stability, bystander killing, and clinical monitoring. It frames the field around clinical development, molecular profiling, translational biomarker, and real-world evidence."
adc-landscape-01-0174,Target biology for TROP2 programs: study 174,"This study examines TROP2 programs through internalization, target expression, and antigen density. It also discusses links to hematologic toxicity and safety signal, alongside patient stratification and dose optimization.",2025,Target biology,core,"Target biology for TROP2 programs: study 174 [SEP] This study examines TROP2 programs through internalization, target expression, and antigen density. It also discusses links to hematologic toxicity and safety signal, alongside patient stratification and dose optimization."
adc-landscape-02-0066,Linker-payload optimization for tubulin payloads: study 66,"This study examines tubulin payloads through linker stability, bystander payload, and drug-antibody ratio. It also discusses links to antigen density and tumor heterogeneity, alongside real-world evidence and molecular profiling.",2020,Linker and payload,core,"Linker-payload optimization for tubulin payloads: study 66 [SEP] This study examines tubulin payloads through linker stability, bystander payload, and drug-antibody ratio. It also discusses links to antigen density and tumor heterogeneity, alongside real-world evidence and molecular profiling."
