record_id,title,abstract,year,seed_theme,record_type,text_for_embedding
lung-cancer-01-0209,Resistance evolution in EGFR-mutant disease: study 209,"This study examines EGFR-mutant disease through ALK progression, EGFR resistance, and line-of-therapy shift. It also discusses links to tumor mutational burden and immune exclusion, alongside clinical development and mechanism of resistance.",2024,EGFR and ALK resistance,core,"Resistance evolution in EGFR-mutant disease: study 209 [SEP] This study examines EGFR-mutant disease through ALK progression, EGFR resistance, and line-of-therapy shift. It also discusses links to tumor mutational burden and immune exclusion, alongside clinical development and mechanism of resistance."
lung-cancer-02-0114,KRAS pathway development in adaptive signaling: study 114,"This study examines adaptive signaling through adaptive pathway, combination rationale, and feedback signaling. It also discusses links to ALK progression and CNS metastasis, alongside translational biomarker and mechanism of resistance.",2020,KRAS development,core,"KRAS pathway development in adaptive signaling: study 114 [SEP] This study examines adaptive signaling through adaptive pathway, combination rationale, and feedback signaling. It also discusses links to ALK progression and CNS metastasis, alongside translational biomarker and mechanism of resistance."
lung-cancer-x-0091,Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 91,"This paper links selection logic and immune exclusion to plasma genotyping and molecular monitoring. The framing emphasizes patient stratification, early-phase trial, and mechanism of resistance across mixed translational contexts.",2020,Immunotherapy biomarkers + ctDNA and monitoring,crossover,"Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 91 [SEP] This paper links selection logic and immune exclusion to plasma genotyping and molecular monitoring. The framing emphasizes patient stratification, early-phase trial, and mechanism of resistance across mixed translational contexts."
lung-cancer-x-0100,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 100,"This paper links residual disease and longitudinal sampling to targeted escape and acquired resistance. The framing emphasizes dose optimization, validation cohort, and mechanism of resistance across mixed translational contexts.",2023,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 100 [SEP] This paper links residual disease and longitudinal sampling to targeted escape and acquired resistance. The framing emphasizes dose optimization, validation cohort, and mechanism of resistance across mixed translational contexts."
lung-cancer-03-0499,Biomarker selection in STK11 co-mutation: study 499,"This study examines STK11 co-mutation through selection logic, co-mutation effect, and PD-L1 biomarker. It also discusses links to plasma genotyping and liquid biopsy, alongside patient stratification and validation cohort.",2022,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 499 [SEP] This study examines STK11 co-mutation through selection logic, co-mutation effect, and PD-L1 biomarker. It also discusses links to plasma genotyping and liquid biopsy, alongside patient stratification and validation cohort."
lung-cancer-03-0136,Biomarker selection in immune exclusion: study 136,"This study examines immune exclusion through PD-L1 biomarker, co-mutation effect, and immune exclusion. It also discusses links to molecular monitoring and liquid biopsy, alongside patient stratification and molecular profiling.",2025,Immunotherapy biomarkers,core,"Biomarker selection in immune exclusion: study 136 [SEP] This study examines immune exclusion through PD-L1 biomarker, co-mutation effect, and immune exclusion. It also discusses links to molecular monitoring and liquid biopsy, alongside patient stratification and molecular profiling."
lung-cancer-r-0381,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation","This review connects CNS metastasis, SHP2 biology, checkpoint response, and residual disease. It frames the field around patient stratification, mechanism of resistance, portfolio review, and clinical development.",2024,review-like mixed corpus,review,"Landscape review of EGFR-mutant disease, adaptive signaling, and STK11 co-mutation [SEP] This review connects CNS metastasis, SHP2 biology, checkpoint response, and residual disease. It frames the field around patient stratification, mechanism of resistance, portfolio review, and clinical development."
lung-cancer-x-0079,Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 79,"This paper links PD-L1 biomarker and tumor mutational burden to liquid biopsy and longitudinal sampling. The framing emphasizes early-phase trial, real-world evidence, and molecular profiling across mixed translational contexts.",2020,Immunotherapy biomarkers + ctDNA and monitoring,crossover,"Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 79 [SEP] This paper links PD-L1 biomarker and tumor mutational burden to liquid biopsy and longitudinal sampling. The framing emphasizes early-phase trial, real-world evidence, and molecular profiling across mixed translational contexts."
lung-cancer-01-0058,Resistance evolution in ALK-positive tumors: study 58,"This study examines ALK-positive tumors through EGFR resistance, CNS metastasis, and targeted escape. It also discusses links to combination rationale and feedback signaling, alongside mechanism of resistance and validation cohort.",2023,EGFR and ALK resistance,core,"Resistance evolution in ALK-positive tumors: study 58 [SEP] This study examines ALK-positive tumors through EGFR resistance, CNS metastasis, and targeted escape. It also discusses links to combination rationale and feedback signaling, alongside mechanism of resistance and validation cohort."
lung-cancer-x-0484,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 484,"This paper links plasma genotyping and longitudinal sampling to line-of-therapy shift and CNS metastasis. The framing emphasizes molecular profiling, validation cohort, and translational biomarker across mixed translational contexts.",2023,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 484 [SEP] This paper links plasma genotyping and longitudinal sampling to line-of-therapy shift and CNS metastasis. The framing emphasizes molecular profiling, validation cohort, and translational biomarker across mixed translational contexts."
lung-cancer-02-0312,KRAS pathway development in pan-KRAS strategies: study 312,"This study examines pan-KRAS strategies through combination rationale, development strategy, and feedback signaling. It also discusses links to targeted escape and acquired resistance, alongside validation cohort and molecular profiling.",2020,KRAS development,core,"KRAS pathway development in pan-KRAS strategies: study 312 [SEP] This study examines pan-KRAS strategies through combination rationale, development strategy, and feedback signaling. It also discusses links to targeted escape and acquired resistance, alongside validation cohort and molecular profiling."
lung-cancer-x-0196,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 196,"This paper links ctDNA surveillance and longitudinal sampling to EGFR resistance and line-of-therapy shift. The framing emphasizes patient stratification, portfolio review, and clinical development across mixed translational contexts.",2023,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 196 [SEP] This paper links ctDNA surveillance and longitudinal sampling to EGFR resistance and line-of-therapy shift. The framing emphasizes patient stratification, portfolio review, and clinical development across mixed translational contexts."
lung-cancer-02-0062,KRAS pathway development in adaptive signaling: study 62,"This study examines adaptive signaling through adaptive pathway, SHP2 biology, and combination rationale. It also discusses links to residual disease and ctDNA surveillance, alongside portfolio review and early-phase trial.",2022,KRAS development,core,"KRAS pathway development in adaptive signaling: study 62 [SEP] This study examines adaptive signaling through adaptive pathway, SHP2 biology, and combination rationale. It also discusses links to residual disease and ctDNA surveillance, alongside portfolio review and early-phase trial."
lung-cancer-r-0444,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects targeted escape, KRAS inhibitor, selection logic, and plasma genotyping. It frames the field around molecular profiling, validation cohort, dose optimization, and clinical development.",2021,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects targeted escape, KRAS inhibitor, selection logic, and plasma genotyping. It frames the field around molecular profiling, validation cohort, dose optimization, and clinical development."
lung-cancer-01-0230,Resistance evolution in ALK-positive tumors: study 230,"This study examines ALK-positive tumors through line-of-therapy shift, targeted escape, and CNS metastasis. It also discusses links to checkpoint response and tumor mutational burden, alongside validation cohort and molecular profiling.",2021,EGFR and ALK resistance,core,"Resistance evolution in ALK-positive tumors: study 230 [SEP] This study examines ALK-positive tumors through line-of-therapy shift, targeted escape, and CNS metastasis. It also discusses links to checkpoint response and tumor mutational burden, alongside validation cohort and molecular profiling."
lung-cancer-r-0010,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion","This review connects acquired resistance, adaptive pathway, checkpoint response, and longitudinal sampling. It frames the field around early-phase trial, dose optimization, translational biomarker, and portfolio review.",2025,review-like mixed corpus,review,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion [SEP] This review connects acquired resistance, adaptive pathway, checkpoint response, and longitudinal sampling. It frames the field around early-phase trial, dose optimization, translational biomarker, and portfolio review."
lung-cancer-04-0222,Molecular monitoring for minimal residual disease: study 222,"This study examines minimal residual disease through molecular monitoring, residual disease, and plasma genotyping. It also discusses links to co-mutation effect and tumor mutational burden, alongside validation cohort and real-world evidence.",2022,ctDNA and monitoring,core,"Molecular monitoring for minimal residual disease: study 222 [SEP] This study examines minimal residual disease through molecular monitoring, residual disease, and plasma genotyping. It also discusses links to co-mutation effect and tumor mutational burden, alongside validation cohort and real-world evidence."
lung-cancer-x-0180,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 180,"This paper links molecular monitoring and liquid biopsy to targeted escape and acquired resistance. The framing emphasizes validation cohort, mechanism of resistance, and dose optimization across mixed translational contexts.",2025,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 180 [SEP] This paper links molecular monitoring and liquid biopsy to targeted escape and acquired resistance. The framing emphasizes validation cohort, mechanism of resistance, and dose optimization across mixed translational contexts."
lung-cancer-03-0451,Biomarker selection in STK11 co-mutation: study 451,"This study examines STK11 co-mutation through selection logic, co-mutation effect, and PD-L1 biomarker. It also discusses links to residual disease and liquid biopsy, alongside dose optimization and validation cohort.",2022,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 451 [SEP] This study examines STK11 co-mutation through selection logic, co-mutation effect, and PD-L1 biomarker. It also discusses links to residual disease and liquid biopsy, alongside dose optimization and validation cohort."
lung-cancer-03-0235,Biomarker selection in STK11 co-mutation: study 235,"This study examines STK11 co-mutation through immune exclusion, tumor mutational burden, and co-mutation effect. It also discusses links to ctDNA surveillance and molecular monitoring, alongside mechanism of resistance and molecular profiling.",2022,Immunotherapy biomarkers,core,"Biomarker selection in STK11 co-mutation: study 235 [SEP] This study examines STK11 co-mutation through immune exclusion, tumor mutational burden, and co-mutation effect. It also discusses links to ctDNA surveillance and molecular monitoring, alongside mechanism of resistance and molecular profiling."
lung-cancer-03-0072,Biomarker selection in immune exclusion: study 72,"This study examines immune exclusion through tumor mutational burden, selection logic, and PD-L1 biomarker. It also discusses links to KRAS inhibitor and combination rationale, alongside clinical development and translational biomarker.",2021,Immunotherapy biomarkers,core,"Biomarker selection in immune exclusion: study 72 [SEP] This study examines immune exclusion through tumor mutational burden, selection logic, and PD-L1 biomarker. It also discusses links to KRAS inhibitor and combination rationale, alongside clinical development and translational biomarker."
lung-cancer-r-0350,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion","This review connects line-of-therapy shift, adaptive pathway, co-mutation effect, and residual disease. It frames the field around mechanism of resistance, molecular profiling, translational biomarker, and real-world evidence.",2023,review-like mixed corpus,review,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion [SEP] This review connects line-of-therapy shift, adaptive pathway, co-mutation effect, and residual disease. It frames the field around mechanism of resistance, molecular profiling, translational biomarker, and real-world evidence."
lung-cancer-03-0038,Biomarker selection in tumor mutational burden: study 38,"This study examines tumor mutational burden through immune exclusion, PD-L1 biomarker, and checkpoint response. It also discusses links to targeted escape and ALK progression, alongside mechanism of resistance and portfolio review.",2023,Immunotherapy biomarkers,core,"Biomarker selection in tumor mutational burden: study 38 [SEP] This study examines tumor mutational burden through immune exclusion, PD-L1 biomarker, and checkpoint response. It also discusses links to targeted escape and ALK progression, alongside mechanism of resistance and portfolio review."
lung-cancer-02-0390,KRAS pathway development in adaptive signaling: study 390,"This study examines adaptive signaling through SHP2 biology, adaptive pathway, and KRAS inhibitor. It also discusses links to line-of-therapy shift and targeted escape, alongside real-world evidence and dose optimization.",2020,KRAS development,core,"KRAS pathway development in adaptive signaling: study 390 [SEP] This study examines adaptive signaling through SHP2 biology, adaptive pathway, and KRAS inhibitor. It also discusses links to line-of-therapy shift and targeted escape, alongside real-world evidence and dose optimization."
lung-cancer-03-0054,Biomarker selection in tumor mutational burden: study 54,"This study examines tumor mutational burden through checkpoint response, selection logic, and co-mutation effect. It also discusses links to development strategy and combination rationale, alongside real-world evidence and mechanism of resistance.",2021,Immunotherapy biomarkers,core,"Biomarker selection in tumor mutational burden: study 54 [SEP] This study examines tumor mutational burden through checkpoint response, selection logic, and co-mutation effect. It also discusses links to development strategy and combination rationale, alongside real-world evidence and mechanism of resistance."
lung-cancer-02-0208,KRAS pathway development in pan-KRAS strategies: study 208,"This study examines pan-KRAS strategies through KRAS inhibitor, feedback signaling, and combination rationale. It also discusses links to immune exclusion and checkpoint response, alongside early-phase trial and molecular profiling.",2024,KRAS development,core,"KRAS pathway development in pan-KRAS strategies: study 208 [SEP] This study examines pan-KRAS strategies through KRAS inhibitor, feedback signaling, and combination rationale. It also discusses links to immune exclusion and checkpoint response, alongside early-phase trial and molecular profiling."
lung-cancer-01-0425,Resistance evolution in EGFR-mutant disease: study 425,"This study examines EGFR-mutant disease through ALK progression, acquired resistance, and CNS metastasis. It also discusses links to immune exclusion and co-mutation effect, alongside molecular profiling and translational biomarker.",2024,EGFR and ALK resistance,core,"Resistance evolution in EGFR-mutant disease: study 425 [SEP] This study examines EGFR-mutant disease through ALK progression, acquired resistance, and CNS metastasis. It also discusses links to immune exclusion and co-mutation effect, alongside molecular profiling and translational biomarker."
lung-cancer-01-0070,Resistance evolution in ALK-positive tumors: study 70,"This study examines ALK-positive tumors through EGFR resistance, line-of-therapy shift, and ALK progression. It also discusses links to adaptive pathway and SHP2 biology, alongside patient stratification and translational biomarker.",2023,EGFR and ALK resistance,core,"Resistance evolution in ALK-positive tumors: study 70 [SEP] This study examines ALK-positive tumors through EGFR resistance, line-of-therapy shift, and ALK progression. It also discusses links to adaptive pathway and SHP2 biology, alongside patient stratification and translational biomarker."
lung-cancer-x-0250,Integrated analysis of adaptive signaling with STK11 co-mutation: study 250,"This paper links combination rationale and feedback signaling to PD-L1 biomarker and co-mutation effect. The framing emphasizes validation cohort, translational biomarker, and clinical development across mixed translational contexts.",2023,KRAS development + Immunotherapy biomarkers,crossover,"Integrated analysis of adaptive signaling with STK11 co-mutation: study 250 [SEP] This paper links combination rationale and feedback signaling to PD-L1 biomarker and co-mutation effect. The framing emphasizes validation cohort, translational biomarker, and clinical development across mixed translational contexts."
lung-cancer-r-0036,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects EGFR resistance, KRAS inhibitor, PD-L1 biomarker, and residual disease. It frames the field around validation cohort, molecular profiling, translational biomarker, and early-phase trial.",2021,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects EGFR resistance, KRAS inhibitor, PD-L1 biomarker, and residual disease. It frames the field around validation cohort, molecular profiling, translational biomarker, and early-phase trial."
lung-cancer-r-0340,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects line-of-therapy shift, KRAS inhibitor, selection logic, and plasma genotyping. It frames the field around early-phase trial, patient stratification, molecular profiling, and translational biomarker.",2025,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects line-of-therapy shift, KRAS inhibitor, selection logic, and plasma genotyping. It frames the field around early-phase trial, patient stratification, molecular profiling, and translational biomarker."
lung-cancer-x-0407,Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 407,"This paper links co-mutation effect and checkpoint response to longitudinal sampling and liquid biopsy. The framing emphasizes patient stratification, mechanism of resistance, and real-world evidence across mixed translational contexts.",2024,Immunotherapy biomarkers + ctDNA and monitoring,crossover,"Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 407 [SEP] This paper links co-mutation effect and checkpoint response to longitudinal sampling and liquid biopsy. The framing emphasizes patient stratification, mechanism of resistance, and real-world evidence across mixed translational contexts."
lung-cancer-r-0464,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects line-of-therapy shift, combination rationale, checkpoint response, and residual disease. It frames the field around portfolio review, dose optimization, real-world evidence, and mechanism of resistance.",2023,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects line-of-therapy shift, combination rationale, checkpoint response, and residual disease. It frames the field around portfolio review, dose optimization, real-world evidence, and mechanism of resistance."
lung-cancer-r-0082,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion","This review connects ALK progression, adaptive pathway, immune exclusion, and liquid biopsy. It frames the field around patient stratification, clinical development, portfolio review, and translational biomarker.",2025,review-like mixed corpus,review,"Landscape review of ALK-positive tumors, SHP2 combinations, and immune exclusion [SEP] This review connects ALK progression, adaptive pathway, immune exclusion, and liquid biopsy. It frames the field around patient stratification, clinical development, portfolio review, and translational biomarker."
lung-cancer-x-0093,Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 93,"This paper links targeted escape and acquired resistance to KRAS inhibitor and development strategy. The framing emphasizes clinical development, dose optimization, and portfolio review across mixed translational contexts.",2022,EGFR and ALK resistance + KRAS development,crossover,"Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 93 [SEP] This paper links targeted escape and acquired resistance to KRAS inhibitor and development strategy. The framing emphasizes clinical development, dose optimization, and portfolio review across mixed translational contexts."
lung-cancer-02-0441,KRAS pathway development in KRAS G12C inhibition: study 441,"This study examines KRAS G12C inhibition through SHP2 biology, combination rationale, and KRAS inhibitor. It also discusses links to CNS metastasis and EGFR resistance, alongside molecular profiling and portfolio review.",2023,KRAS development,core,"KRAS pathway development in KRAS G12C inhibition: study 441 [SEP] This study examines KRAS G12C inhibition through SHP2 biology, combination rationale, and KRAS inhibitor. It also discusses links to CNS metastasis and EGFR resistance, alongside molecular profiling and portfolio review."
lung-cancer-02-0121,KRAS pathway development in KRAS G12C inhibition: study 121,"This study examines KRAS G12C inhibition through adaptive pathway, KRAS inhibitor, and combination rationale. It also discusses links to PD-L1 biomarker and tumor mutational burden, alongside patient stratification and portfolio review.",2021,KRAS development,core,"KRAS pathway development in KRAS G12C inhibition: study 121 [SEP] This study examines KRAS G12C inhibition through adaptive pathway, KRAS inhibitor, and combination rationale. It also discusses links to PD-L1 biomarker and tumor mutational burden, alongside patient stratification and portfolio review."
lung-cancer-r-0020,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects EGFR resistance, KRAS inhibitor, immune exclusion, and liquid biopsy. It frames the field around mechanism of resistance, portfolio review, translational biomarker, and molecular profiling.",2023,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects EGFR resistance, KRAS inhibitor, immune exclusion, and liquid biopsy. It frames the field around mechanism of resistance, portfolio review, translational biomarker, and molecular profiling."
lung-cancer-03-0197,Biomarker selection in PD-L1-high tumors: study 197,"This study examines PD-L1-high tumors through checkpoint response, tumor mutational burden, and immune exclusion. It also discusses links to line-of-therapy shift and acquired resistance, alongside validation cohort and patient stratification.",2020,Immunotherapy biomarkers,core,"Biomarker selection in PD-L1-high tumors: study 197 [SEP] This study examines PD-L1-high tumors through checkpoint response, tumor mutational burden, and immune exclusion. It also discusses links to line-of-therapy shift and acquired resistance, alongside validation cohort and patient stratification."
lung-cancer-x-0068,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 68,"This paper links liquid biopsy and plasma genotyping to EGFR resistance and acquired resistance. The framing emphasizes molecular profiling, portfolio review, and early-phase trial across mixed translational contexts.",2021,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 68 [SEP] This paper links liquid biopsy and plasma genotyping to EGFR resistance and acquired resistance. The framing emphasizes molecular profiling, portfolio review, and early-phase trial across mixed translational contexts."
lung-cancer-03-0033,Biomarker selection in PD-L1-high tumors: study 33,"This study examines PD-L1-high tumors through immune exclusion, PD-L1 biomarker, and selection logic. It also discusses links to KRAS inhibitor and combination rationale, alongside real-world evidence and validation cohort.",2024,Immunotherapy biomarkers,core,"Biomarker selection in PD-L1-high tumors: study 33 [SEP] This study examines PD-L1-high tumors through immune exclusion, PD-L1 biomarker, and selection logic. It also discusses links to KRAS inhibitor and combination rationale, alongside real-world evidence and validation cohort."
lung-cancer-04-0006,Molecular monitoring for minimal residual disease: study 6,"This study examines minimal residual disease through molecular monitoring, liquid biopsy, and residual disease. It also discusses links to tumor mutational burden and checkpoint response, alongside translational biomarker and clinical development.",2022,ctDNA and monitoring,core,"Molecular monitoring for minimal residual disease: study 6 [SEP] This study examines minimal residual disease through molecular monitoring, liquid biopsy, and residual disease. It also discusses links to tumor mutational burden and checkpoint response, alongside translational biomarker and clinical development."
lung-cancer-04-0077,Molecular monitoring for ctDNA resistance tracking: study 77,"This study examines ctDNA resistance tracking through plasma genotyping, ctDNA surveillance, and longitudinal sampling. It also discusses links to SHP2 biology and KRAS inhibitor, alongside early-phase trial and molecular profiling.",2021,ctDNA and monitoring,core,"Molecular monitoring for ctDNA resistance tracking: study 77 [SEP] This study examines ctDNA resistance tracking through plasma genotyping, ctDNA surveillance, and longitudinal sampling. It also discusses links to SHP2 biology and KRAS inhibitor, alongside early-phase trial and molecular profiling."
lung-cancer-x-0131,Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 131,"This paper links co-mutation effect and immune exclusion to plasma genotyping and ctDNA surveillance. The framing emphasizes real-world evidence, mechanism of resistance, and translational biomarker across mixed translational contexts.",2024,Immunotherapy biomarkers + ctDNA and monitoring,crossover,"Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 131 [SEP] This paper links co-mutation effect and immune exclusion to plasma genotyping and ctDNA surveillance. The framing emphasizes real-world evidence, mechanism of resistance, and translational biomarker across mixed translational contexts."
lung-cancer-x-0045,Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 45,"This paper links EGFR resistance and targeted escape to feedback signaling and KRAS inhibitor. The framing emphasizes real-world evidence, portfolio review, and clinical development across mixed translational contexts.",2022,EGFR and ALK resistance + KRAS development,crossover,"Integrated analysis of EGFR-mutant disease with KRAS G12C inhibition: study 45 [SEP] This paper links EGFR resistance and targeted escape to feedback signaling and KRAS inhibitor. The framing emphasizes real-world evidence, portfolio review, and clinical development across mixed translational contexts."
lung-cancer-03-0396,Biomarker selection in immune exclusion: study 396,"This study examines immune exclusion through tumor mutational burden, PD-L1 biomarker, and immune exclusion. It also discusses links to feedback signaling and combination rationale, alongside dose optimization and portfolio review.",2021,Immunotherapy biomarkers,core,"Biomarker selection in immune exclusion: study 396 [SEP] This study examines immune exclusion through tumor mutational burden, PD-L1 biomarker, and immune exclusion. It also discusses links to feedback signaling and combination rationale, alongside dose optimization and portfolio review."
lung-cancer-01-0280,Resistance evolution in CNS progression: study 280,"This study examines CNS progression through ALK progression, targeted escape, and line-of-therapy shift. It also discusses links to development strategy and KRAS inhibitor, alongside clinical development and portfolio review.",2023,EGFR and ALK resistance,core,"Resistance evolution in CNS progression: study 280 [SEP] This study examines CNS progression through ALK progression, targeted escape, and line-of-therapy shift. It also discusses links to development strategy and KRAS inhibitor, alongside clinical development and portfolio review."
lung-cancer-03-0466,Biomarker selection in tumor mutational burden: study 466,"This study examines tumor mutational burden through tumor mutational burden, selection logic, and checkpoint response. It also discusses links to residual disease and longitudinal sampling, alongside early-phase trial and translational biomarker.",2025,Immunotherapy biomarkers,core,"Biomarker selection in tumor mutational burden: study 466 [SEP] This study examines tumor mutational burden through tumor mutational burden, selection logic, and checkpoint response. It also discusses links to residual disease and longitudinal sampling, alongside early-phase trial and translational biomarker."
lung-cancer-04-0004,Molecular monitoring for longitudinal plasma genotyping: study 4,"This study examines longitudinal plasma genotyping through residual disease, molecular monitoring, and longitudinal sampling. It also discusses links to EGFR resistance and acquired resistance, alongside molecular profiling and translational biomarker.",2020,ctDNA and monitoring,core,"Molecular monitoring for longitudinal plasma genotyping: study 4 [SEP] This study examines longitudinal plasma genotyping through residual disease, molecular monitoring, and longitudinal sampling. It also discusses links to EGFR resistance and acquired resistance, alongside molecular profiling and translational biomarker."
lung-cancer-x-0283,Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 283,"This paper links co-mutation effect and selection logic to longitudinal sampling and liquid biopsy. The framing emphasizes validation cohort, mechanism of resistance, and patient stratification across mixed translational contexts.",2020,Immunotherapy biomarkers + ctDNA and monitoring,crossover,"Integrated analysis of STK11 co-mutation with ctDNA resistance tracking: study 283 [SEP] This paper links co-mutation effect and selection logic to longitudinal sampling and liquid biopsy. The framing emphasizes validation cohort, mechanism of resistance, and patient stratification across mixed translational contexts."
lung-cancer-r-0339,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors","This review connects acquired resistance, KRAS inhibitor, tumor mutational burden, and ctDNA surveillance. It frames the field around translational biomarker, real-world evidence, molecular profiling, and patient stratification.",2024,review-like mixed corpus,review,"Landscape review of osimertinib escape, pan-KRAS strategies, and PD-L1-high tumors [SEP] This review connects acquired resistance, KRAS inhibitor, tumor mutational burden, and ctDNA surveillance. It frames the field around translational biomarker, real-world evidence, molecular profiling, and patient stratification."
lung-cancer-r-0224,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden","This review connects ALK progression, feedback signaling, immune exclusion, and ctDNA surveillance. It frames the field around molecular profiling, translational biomarker, portfolio review, and patient stratification.",2023,review-like mixed corpus,review,"Landscape review of CNS progression, KRAS G12C inhibition, and tumor mutational burden [SEP] This review connects ALK progression, feedback signaling, immune exclusion, and ctDNA surveillance. It frames the field around molecular profiling, translational biomarker, portfolio review, and patient stratification."
lung-cancer-02-0054,KRAS pathway development in adaptive signaling: study 54,"This study examines adaptive signaling through SHP2 biology, KRAS inhibitor, and combination rationale. It also discusses links to acquired resistance and ALK progression, alongside molecular profiling and patient stratification.",2020,KRAS development,core,"KRAS pathway development in adaptive signaling: study 54 [SEP] This study examines adaptive signaling through SHP2 biology, KRAS inhibitor, and combination rationale. It also discusses links to acquired resistance and ALK progression, alongside molecular profiling and patient stratification."
lung-cancer-02-0335,KRAS pathway development in SHP2 combinations: study 335,"This study examines SHP2 combinations through feedback signaling, combination rationale, and development strategy. It also discusses links to molecular monitoring and plasma genotyping, alongside real-world evidence and translational biomarker.",2025,KRAS development,core,"KRAS pathway development in SHP2 combinations: study 335 [SEP] This study examines SHP2 combinations through feedback signaling, combination rationale, and development strategy. It also discusses links to molecular monitoring and plasma genotyping, alongside real-world evidence and translational biomarker."
lung-cancer-02-0463,KRAS pathway development in SHP2 combinations: study 463,"This study examines SHP2 combinations through KRAS inhibitor, development strategy, and SHP2 biology. It also discusses links to co-mutation effect and checkpoint response, alongside translational biomarker and mechanism of resistance.",2021,KRAS development,core,"KRAS pathway development in SHP2 combinations: study 463 [SEP] This study examines SHP2 combinations through KRAS inhibitor, development strategy, and SHP2 biology. It also discusses links to co-mutation effect and checkpoint response, alongside translational biomarker and mechanism of resistance."
lung-cancer-02-0097,KRAS pathway development in KRAS G12C inhibition: study 97,"This study examines KRAS G12C inhibition through adaptive pathway, feedback signaling, and KRAS inhibitor. It also discusses links to checkpoint response and PD-L1 biomarker, alongside translational biomarker and patient stratification.",2021,KRAS development,core,"KRAS pathway development in KRAS G12C inhibition: study 97 [SEP] This study examines KRAS G12C inhibition through adaptive pathway, feedback signaling, and KRAS inhibitor. It also discusses links to checkpoint response and PD-L1 biomarker, alongside translational biomarker and patient stratification."
lung-cancer-x-0452,Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 452,"This paper links liquid biopsy and plasma genotyping to targeted escape and EGFR resistance. The framing emphasizes early-phase trial, validation cohort, and patient stratification across mixed translational contexts.",2021,ctDNA and monitoring + EGFR and ALK resistance,crossover,"Integrated analysis of longitudinal plasma genotyping with osimertinib escape: study 452 [SEP] This paper links liquid biopsy and plasma genotyping to targeted escape and EGFR resistance. The framing emphasizes early-phase trial, validation cohort, and patient stratification across mixed translational contexts."
