record_id,title,abstract,year,seed_theme,record_type,text_for_embedding
cancer-immunotherapy-03-0322,Combination immunotherapy strategy in radiotherapy priming: study 322,"This study examines radiotherapy priming through treatment sequence, vaccine strategy, and combination regimen. It also discusses links to immune-related adverse event and toxicity grading, alongside early-phase trial and translational biomarker.",2025,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 322 [SEP] This study examines radiotherapy priming through treatment sequence, vaccine strategy, and combination regimen. It also discusses links to immune-related adverse event and toxicity grading, alongside early-phase trial and translational biomarker."
cancer-immunotherapy-04-0068,Management of immune-related endocrinopathies: study 68,"This study examines endocrinopathies through safety monitoring, clinical triage, and immune-related adverse event. It also discusses links to single-cell profiling and spatial atlas, alongside clinical development and molecular profiling.",2024,Toxicity management,core,"Management of immune-related endocrinopathies: study 68 [SEP] This study examines endocrinopathies through safety monitoring, clinical triage, and immune-related adverse event. It also discusses links to single-cell profiling and spatial atlas, alongside clinical development and molecular profiling."
cancer-immunotherapy-02-0284,Spatial and single-cell profiling of tumor microenvironment: study 284,"This study examines tumor microenvironment through single-cell profiling, immune contexture, and tissue architecture. It also discusses links to steroid management and safety monitoring, alongside molecular profiling and early-phase trial.",2022,Microenvironment profiling,core,"Spatial and single-cell profiling of tumor microenvironment: study 284 [SEP] This study examines tumor microenvironment through single-cell profiling, immune contexture, and tissue architecture. It also discusses links to steroid management and safety monitoring, alongside molecular profiling and early-phase trial."
cancer-immunotherapy-r-0492,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects interferon signaling, stromal barrier, vaccine strategy, and steroid management. It frames the field around dose optimization, patient stratification, portfolio review, and early-phase trial.",2021,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects interferon signaling, stromal barrier, vaccine strategy, and steroid management. It frames the field around dose optimization, patient stratification, portfolio review, and early-phase trial."
cancer-immunotherapy-03-0413,Combination immunotherapy strategy in VEGF blockade: study 413,"This study examines VEGF blockade through treatment sequence, combination regimen, and vaccine strategy. It also discusses links to selection biomarker and response stratification, alongside validation cohort and translational biomarker.",2020,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 413 [SEP] This study examines VEGF blockade through treatment sequence, combination regimen, and vaccine strategy. It also discusses links to selection biomarker and response stratification, alongside validation cohort and translational biomarker."
cancer-immunotherapy-01-0458,Biomarker mapping for PD-L1 scoring: study 458,"This study examines PD-L1 scoring through selection biomarker, checkpoint blockade, and interferon signaling. It also discusses links to priming effect and combination regimen, alongside early-phase trial and translational biomarker.",2021,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 458 [SEP] This study examines PD-L1 scoring through selection biomarker, checkpoint blockade, and interferon signaling. It also discusses links to priming effect and combination regimen, alongside early-phase trial and translational biomarker."
cancer-immunotherapy-01-0140,Biomarker mapping for T-cell exhaustion: study 140,"This study examines T-cell exhaustion through checkpoint blockade, interferon signaling, and response stratification. It also discusses links to priming effect and treatment sequence, alongside patient stratification and dose optimization.",2021,Checkpoint biomarkers,core,"Biomarker mapping for T-cell exhaustion: study 140 [SEP] This study examines T-cell exhaustion through checkpoint blockade, interferon signaling, and response stratification. It also discusses links to priming effect and treatment sequence, alongside patient stratification and dose optimization."
cancer-immunotherapy-x-0231,Integrated analysis of neoantigen vaccination with colitis: study 231,"This paper links adaptive resistance and vaccine strategy to toxicity grading and immune-related adverse event. The framing emphasizes early-phase trial, real-world evidence, and clinical development across mixed translational contexts.",2022,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 231 [SEP] This paper links adaptive resistance and vaccine strategy to toxicity grading and immune-related adverse event. The framing emphasizes early-phase trial, real-world evidence, and clinical development across mixed translational contexts."
cancer-immunotherapy-03-0026,Combination immunotherapy strategy in radiotherapy priming: study 26,"This study examines radiotherapy priming through vaccine strategy, treatment sequence, and combination regimen. It also discusses links to predictive assay and selection biomarker, alongside clinical development and mechanism of resistance.",2023,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 26 [SEP] This study examines radiotherapy priming through vaccine strategy, treatment sequence, and combination regimen. It also discusses links to predictive assay and selection biomarker, alongside clinical development and mechanism of resistance."
cancer-immunotherapy-01-0089,Biomarker mapping for PD-1 response: study 89,"This study examines PD-1 response through interferon signaling, checkpoint blockade, and predictive assay. It also discusses links to priming effect and combination regimen, alongside mechanism of resistance and validation cohort.",2024,Checkpoint biomarkers,core,"Biomarker mapping for PD-1 response: study 89 [SEP] This study examines PD-1 response through interferon signaling, checkpoint blockade, and predictive assay. It also discusses links to priming effect and combination regimen, alongside mechanism of resistance and validation cohort."
cancer-immunotherapy-03-0443,Combination immunotherapy strategy in neoantigen vaccination: study 443,"This study examines neoantigen vaccination through synergy signal, treatment sequence, and adaptive resistance. It also discusses links to predictive assay and immune exclusion, alongside early-phase trial and dose optimization.",2020,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 443 [SEP] This study examines neoantigen vaccination through synergy signal, treatment sequence, and adaptive resistance. It also discusses links to predictive assay and immune exclusion, alongside early-phase trial and dose optimization."
cancer-immunotherapy-04-0332,Management of immune-related endocrinopathies: study 332,"This study examines endocrinopathies through immune-related adverse event, clinical triage, and safety monitoring. It also discusses links to immune contexture and stromal barrier, alongside mechanism of resistance and patient stratification.",2024,Toxicity management,core,"Management of immune-related endocrinopathies: study 332 [SEP] This study examines endocrinopathies through immune-related adverse event, clinical triage, and safety monitoring. It also discusses links to immune contexture and stromal barrier, alongside mechanism of resistance and patient stratification."
cancer-immunotherapy-r-0077,"Landscape review of PD-1 response, macrophage barriers, and neoantigen vaccination","This review connects response stratification, spatial atlas, priming effect, and safety monitoring. It frames the field around clinical development, real-world evidence, mechanism of resistance, and early-phase trial.",2020,review-like mixed corpus,review,"Landscape review of PD-1 response, macrophage barriers, and neoantigen vaccination [SEP] This review connects response stratification, spatial atlas, priming effect, and safety monitoring. It frames the field around clinical development, real-world evidence, mechanism of resistance, and early-phase trial."
cancer-immunotherapy-01-0255,Biomarker mapping for interferon-gamma signatures: study 255,"This study examines interferon-gamma signatures through interferon signaling, checkpoint blockade, and selection biomarker. It also discusses links to safety monitoring and rechallenge strategy, alongside real-world evidence and early-phase trial.",2022,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 255 [SEP] This study examines interferon-gamma signatures through interferon signaling, checkpoint blockade, and selection biomarker. It also discusses links to safety monitoring and rechallenge strategy, alongside real-world evidence and early-phase trial."
cancer-immunotherapy-02-0106,Spatial and single-cell profiling of macrophage barriers: study 106,"This study examines macrophage barriers through spatial atlas, immune contexture, and stromal barrier. It also discusses links to treatment sequence and combination regimen, alongside real-world evidence and early-phase trial.",2024,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 106 [SEP] This study examines macrophage barriers through spatial atlas, immune contexture, and stromal barrier. It also discusses links to treatment sequence and combination regimen, alongside real-world evidence and early-phase trial."
cancer-immunotherapy-03-0045,Combination immunotherapy strategy in VEGF blockade: study 45,"This study examines VEGF blockade through priming effect, adaptive resistance, and combination regimen. It also discusses links to stromal barrier and single-cell profiling, alongside translational biomarker and validation cohort.",2024,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 45 [SEP] This study examines VEGF blockade through priming effect, adaptive resistance, and combination regimen. It also discusses links to stromal barrier and single-cell profiling, alongside translational biomarker and validation cohort."
cancer-immunotherapy-02-0069,Spatial and single-cell profiling of immune niches: study 69,"This study examines immune niches through tissue architecture, spatial atlas, and stromal barrier. It also discusses links to immune exclusion and response stratification, alongside early-phase trial and dose optimization.",2023,Microenvironment profiling,core,"Spatial and single-cell profiling of immune niches: study 69 [SEP] This study examines immune niches through tissue architecture, spatial atlas, and stromal barrier. It also discusses links to immune exclusion and response stratification, alongside early-phase trial and dose optimization."
cancer-immunotherapy-04-0233,Management of immune-related colitis: study 233,"This study examines colitis through clinical triage, toxicity grading, and safety monitoring. It also discusses links to single-cell profiling and stromal barrier, alongside dose optimization and portfolio review.",2021,Toxicity management,core,"Management of immune-related colitis: study 233 [SEP] This study examines colitis through clinical triage, toxicity grading, and safety monitoring. It also discusses links to single-cell profiling and stromal barrier, alongside dose optimization and portfolio review."
cancer-immunotherapy-r-0043,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects response stratification, myeloid state, vaccine strategy, and rechallenge strategy. It frames the field around clinical development, mechanism of resistance, portfolio review, and patient stratification.",2022,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects response stratification, myeloid state, vaccine strategy, and rechallenge strategy. It frames the field around clinical development, mechanism of resistance, portfolio review, and patient stratification."
cancer-immunotherapy-02-0358,Spatial and single-cell profiling of macrophage barriers: study 358,"This study examines macrophage barriers through spatial atlas, myeloid state, and single-cell profiling. It also discusses links to synergy signal and treatment sequence, alongside dose optimization and early-phase trial.",2024,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 358 [SEP] This study examines macrophage barriers through spatial atlas, myeloid state, and single-cell profiling. It also discusses links to synergy signal and treatment sequence, alongside dose optimization and early-phase trial."
cancer-immunotherapy-x-0473,Integrated analysis of PD-1 response with immune niches: study 473,"This paper links interferon signaling and checkpoint blockade to single-cell profiling and immune contexture. The framing emphasizes portfolio review, translational biomarker, and patient stratification across mixed translational contexts.",2024,Checkpoint biomarkers + Microenvironment profiling,crossover,"Integrated analysis of PD-1 response with immune niches: study 473 [SEP] This paper links interferon signaling and checkpoint blockade to single-cell profiling and immune contexture. The framing emphasizes portfolio review, translational biomarker, and patient stratification across mixed translational contexts."
cancer-immunotherapy-02-0318,Spatial and single-cell profiling of macrophage barriers: study 318,"This study examines macrophage barriers through stromal barrier, spatial atlas, and myeloid state. It also discusses links to predictive assay and selection biomarker, alongside clinical development and validation cohort.",2020,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 318 [SEP] This study examines macrophage barriers through stromal barrier, spatial atlas, and myeloid state. It also discusses links to predictive assay and selection biomarker, alongside clinical development and validation cohort."
cancer-immunotherapy-x-0031,Integrated analysis of neoantigen vaccination with colitis: study 31,"This paper links adaptive resistance and treatment sequence to immune-related adverse event and toxicity grading. The framing emphasizes clinical development, patient stratification, and mechanism of resistance across mixed translational contexts.",2020,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 31 [SEP] This paper links adaptive resistance and treatment sequence to immune-related adverse event and toxicity grading. The framing emphasizes clinical development, patient stratification, and mechanism of resistance across mixed translational contexts."
cancer-immunotherapy-04-0378,Management of immune-related myocarditis: study 378,"This study examines myocarditis through safety monitoring, rechallenge strategy, and toxicity grading. It also discusses links to priming effect and adaptive resistance, alongside early-phase trial and dose optimization.",2022,Toxicity management,core,"Management of immune-related myocarditis: study 378 [SEP] This study examines myocarditis through safety monitoring, rechallenge strategy, and toxicity grading. It also discusses links to priming effect and adaptive resistance, alongside early-phase trial and dose optimization."
cancer-immunotherapy-01-0142,Biomarker mapping for PD-L1 scoring: study 142,"This study examines PD-L1 scoring through selection biomarker, response stratification, and immune exclusion. It also discusses links to tissue architecture and stromal barrier, alongside clinical development and validation cohort.",2023,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 142 [SEP] This study examines PD-L1 scoring through selection biomarker, response stratification, and immune exclusion. It also discusses links to tissue architecture and stromal barrier, alongside clinical development and validation cohort."
cancer-immunotherapy-01-0444,Biomarker mapping for T-cell exhaustion: study 444,"This study examines T-cell exhaustion through predictive assay, interferon signaling, and checkpoint blockade. It also discusses links to safety monitoring and rechallenge strategy, alongside early-phase trial and molecular profiling.",2025,Checkpoint biomarkers,core,"Biomarker mapping for T-cell exhaustion: study 444 [SEP] This study examines T-cell exhaustion through predictive assay, interferon signaling, and checkpoint blockade. It also discusses links to safety monitoring and rechallenge strategy, alongside early-phase trial and molecular profiling."
cancer-immunotherapy-03-0175,Combination immunotherapy strategy in neoantigen vaccination: study 175,"This study examines neoantigen vaccination through treatment sequence, vaccine strategy, and adaptive resistance. It also discusses links to immune-related adverse event and toxicity grading, alongside mechanism of resistance and early-phase trial.",2022,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 175 [SEP] This study examines neoantigen vaccination through treatment sequence, vaccine strategy, and adaptive resistance. It also discusses links to immune-related adverse event and toxicity grading, alongside mechanism of resistance and early-phase trial."
cancer-immunotherapy-01-0487,Biomarker mapping for interferon-gamma signatures: study 487,"This study examines interferon-gamma signatures through response stratification, immune exclusion, and predictive assay. It also discusses links to myeloid state and tissue architecture, alongside patient stratification and validation cohort.",2020,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 487 [SEP] This study examines interferon-gamma signatures through response stratification, immune exclusion, and predictive assay. It also discusses links to myeloid state and tissue architecture, alongside patient stratification and validation cohort."
cancer-immunotherapy-02-0382,Spatial and single-cell profiling of macrophage barriers: study 382,"This study examines macrophage barriers through stromal barrier, spatial atlas, and immune contexture. It also discusses links to priming effect and synergy signal, alongside early-phase trial and clinical development.",2024,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 382 [SEP] This study examines macrophage barriers through stromal barrier, spatial atlas, and immune contexture. It also discusses links to priming effect and synergy signal, alongside early-phase trial and clinical development."
cancer-immunotherapy-r-0065,"Landscape review of PD-1 response, macrophage barriers, and neoantigen vaccination","This review connects response stratification, spatial atlas, treatment sequence, and toxicity grading. It frames the field around patient stratification, dose optimization, molecular profiling, and real-world evidence.",2020,review-like mixed corpus,review,"Landscape review of PD-1 response, macrophage barriers, and neoantigen vaccination [SEP] This review connects response stratification, spatial atlas, treatment sequence, and toxicity grading. It frames the field around patient stratification, dose optimization, molecular profiling, and real-world evidence."
cancer-immunotherapy-03-0085,Combination immunotherapy strategy in VEGF blockade: study 85,"This study examines VEGF blockade through combination regimen, priming effect, and adaptive resistance. It also discusses links to steroid management and clinical triage, alongside portfolio review and mechanism of resistance.",2022,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 85 [SEP] This study examines VEGF blockade through combination regimen, priming effect, and adaptive resistance. It also discusses links to steroid management and clinical triage, alongside portfolio review and mechanism of resistance."
cancer-immunotherapy-03-0300,Combination immunotherapy strategy in bispecific activation: study 300,"This study examines bispecific activation through adaptive resistance, vaccine strategy, and synergy signal. It also discusses links to stromal barrier and tissue architecture, alongside clinical development and patient stratification.",2021,Combination strategy,core,"Combination immunotherapy strategy in bispecific activation: study 300 [SEP] This study examines bispecific activation through adaptive resistance, vaccine strategy, and synergy signal. It also discusses links to stromal barrier and tissue architecture, alongside clinical development and patient stratification."
cancer-immunotherapy-01-0176,Biomarker mapping for T-cell exhaustion: study 176,"This study examines T-cell exhaustion through response stratification, immune exclusion, and predictive assay. It also discusses links to treatment sequence and adaptive resistance, alongside clinical development and early-phase trial.",2021,Checkpoint biomarkers,core,"Biomarker mapping for T-cell exhaustion: study 176 [SEP] This study examines T-cell exhaustion through response stratification, immune exclusion, and predictive assay. It also discusses links to treatment sequence and adaptive resistance, alongside clinical development and early-phase trial."
cancer-immunotherapy-03-0095,Combination immunotherapy strategy in neoantigen vaccination: study 95,"This study examines neoantigen vaccination through synergy signal, priming effect, and combination regimen. It also discusses links to immune exclusion and response stratification, alongside validation cohort and dose optimization.",2020,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 95 [SEP] This study examines neoantigen vaccination through synergy signal, priming effect, and combination regimen. It also discusses links to immune exclusion and response stratification, alongside validation cohort and dose optimization."
cancer-immunotherapy-r-0201,"Landscape review of PD-1 response, macrophage barriers, and neoantigen vaccination","This review connects checkpoint blockade, single-cell profiling, priming effect, and clinical triage. It frames the field around mechanism of resistance, dose optimization, real-world evidence, and clinical development.",2024,review-like mixed corpus,review,"Landscape review of PD-1 response, macrophage barriers, and neoantigen vaccination [SEP] This review connects checkpoint blockade, single-cell profiling, priming effect, and clinical triage. It frames the field around mechanism of resistance, dose optimization, real-world evidence, and clinical development."
cancer-immunotherapy-r-0347,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects predictive assay, spatial atlas, combination regimen, and immune-related adverse event. It frames the field around real-world evidence, early-phase trial, dose optimization, and validation cohort.",2020,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects predictive assay, spatial atlas, combination regimen, and immune-related adverse event. It frames the field around real-world evidence, early-phase trial, dose optimization, and validation cohort."
cancer-immunotherapy-04-0464,Management of immune-related endocrinopathies: study 464,"This study examines endocrinopathies through safety monitoring, steroid management, and rechallenge strategy. It also discusses links to stromal barrier and single-cell profiling, alongside molecular profiling and dose optimization.",2024,Toxicity management,core,"Management of immune-related endocrinopathies: study 464 [SEP] This study examines endocrinopathies through safety monitoring, steroid management, and rechallenge strategy. It also discusses links to stromal barrier and single-cell profiling, alongside molecular profiling and dose optimization."
cancer-immunotherapy-r-0182,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation","This review connects immune exclusion, stromal barrier, treatment sequence, and clinical triage. It frames the field around clinical development, early-phase trial, mechanism of resistance, and molecular profiling.",2023,review-like mixed corpus,review,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation [SEP] This review connects immune exclusion, stromal barrier, treatment sequence, and clinical triage. It frames the field around clinical development, early-phase trial, mechanism of resistance, and molecular profiling."
cancer-immunotherapy-x-0098,Integrated analysis of macrophage barriers with neoantigen vaccination: study 98,"This paper links immune contexture and tissue architecture to priming effect and combination regimen. The framing emphasizes early-phase trial, mechanism of resistance, and portfolio review across mixed translational contexts.",2021,Microenvironment profiling + Combination strategy,crossover,"Integrated analysis of macrophage barriers with neoantigen vaccination: study 98 [SEP] This paper links immune contexture and tissue architecture to priming effect and combination regimen. The framing emphasizes early-phase trial, mechanism of resistance, and portfolio review across mixed translational contexts."
cancer-immunotherapy-x-0156,Integrated analysis of endocrinopathies with interferon-gamma signatures: study 156,"This paper links rechallenge strategy and steroid management to response stratification and selection biomarker. The framing emphasizes real-world evidence, clinical development, and molecular profiling across mixed translational contexts.",2025,Toxicity management + Checkpoint biomarkers,crossover,"Integrated analysis of endocrinopathies with interferon-gamma signatures: study 156 [SEP] This paper links rechallenge strategy and steroid management to response stratification and selection biomarker. The framing emphasizes real-world evidence, clinical development, and molecular profiling across mixed translational contexts."
cancer-immunotherapy-04-0057,Management of immune-related colitis: study 57,"This study examines colitis through clinical triage, safety monitoring, and rechallenge strategy. It also discusses links to combination regimen and adaptive resistance, alongside dose optimization and portfolio review.",2025,Toxicity management,core,"Management of immune-related colitis: study 57 [SEP] This study examines colitis through clinical triage, safety monitoring, and rechallenge strategy. It also discusses links to combination regimen and adaptive resistance, alongside dose optimization and portfolio review."
cancer-immunotherapy-04-0171,Management of immune-related pneumonitis: study 171,"This study examines pneumonitis through clinical triage, toxicity grading, and immune-related adverse event. It also discusses links to adaptive resistance and combination regimen, alongside molecular profiling and validation cohort.",2025,Toxicity management,core,"Management of immune-related pneumonitis: study 171 [SEP] This study examines pneumonitis through clinical triage, toxicity grading, and immune-related adverse event. It also discusses links to adaptive resistance and combination regimen, alongside molecular profiling and validation cohort."
cancer-immunotherapy-01-0178,Biomarker mapping for PD-L1 scoring: study 178,"This study examines PD-L1 scoring through immune exclusion, checkpoint blockade, and predictive assay. It also discusses links to myeloid state and single-cell profiling, alongside real-world evidence and early-phase trial.",2023,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 178 [SEP] This study examines PD-L1 scoring through immune exclusion, checkpoint blockade, and predictive assay. It also discusses links to myeloid state and single-cell profiling, alongside real-world evidence and early-phase trial."
cancer-immunotherapy-03-0079,Combination immunotherapy strategy in neoantigen vaccination: study 79,"This study examines neoantigen vaccination through adaptive resistance, priming effect, and synergy signal. It also discusses links to steroid management and clinical triage, alongside molecular profiling and portfolio review.",2022,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 79 [SEP] This study examines neoantigen vaccination through adaptive resistance, priming effect, and synergy signal. It also discusses links to steroid management and clinical triage, alongside molecular profiling and portfolio review."
cancer-immunotherapy-02-0099,Spatial and single-cell profiling of lymphocyte states: study 99,"This study examines lymphocyte states through immune contexture, myeloid state, and spatial atlas. It also discusses links to immune exclusion and selection biomarker, alongside real-world evidence and portfolio review.",2023,Microenvironment profiling,core,"Spatial and single-cell profiling of lymphocyte states: study 99 [SEP] This study examines lymphocyte states through immune contexture, myeloid state, and spatial atlas. It also discusses links to immune exclusion and selection biomarker, alongside real-world evidence and portfolio review."
cancer-immunotherapy-x-0191,Integrated analysis of neoantigen vaccination with colitis: study 191,"This paper links synergy signal and adaptive resistance to immune-related adverse event and rechallenge strategy. The framing emphasizes early-phase trial, dose optimization, and clinical development across mixed translational contexts.",2024,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 191 [SEP] This paper links synergy signal and adaptive resistance to immune-related adverse event and rechallenge strategy. The framing emphasizes early-phase trial, dose optimization, and clinical development across mixed translational contexts."
cancer-immunotherapy-r-0032,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects predictive assay, stromal barrier, priming effect, and safety monitoring. It frames the field around portfolio review, dose optimization, translational biomarker, and early-phase trial.",2023,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects predictive assay, stromal barrier, priming effect, and safety monitoring. It frames the field around portfolio review, dose optimization, translational biomarker, and early-phase trial."
cancer-immunotherapy-r-0168,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects selection biomarker, stromal barrier, treatment sequence, and steroid management. It frames the field around validation cohort, clinical development, patient stratification, and molecular profiling.",2021,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects selection biomarker, stromal barrier, treatment sequence, and steroid management. It frames the field around validation cohort, clinical development, patient stratification, and molecular profiling."
cancer-immunotherapy-r-0287,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects response stratification, myeloid state, synergy signal, and immune-related adverse event. It frames the field around clinical development, validation cohort, early-phase trial, and dose optimization.",2020,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects response stratification, myeloid state, synergy signal, and immune-related adverse event. It frames the field around clinical development, validation cohort, early-phase trial, and dose optimization."
cancer-immunotherapy-01-0480,Biomarker mapping for T-cell exhaustion: study 480,"This study examines T-cell exhaustion through immune exclusion, predictive assay, and selection biomarker. It also discusses links to safety monitoring and steroid management, alongside translational biomarker and patient stratification.",2025,Checkpoint biomarkers,core,"Biomarker mapping for T-cell exhaustion: study 480 [SEP] This study examines T-cell exhaustion through immune exclusion, predictive assay, and selection biomarker. It also discusses links to safety monitoring and steroid management, alongside translational biomarker and patient stratification."
cancer-immunotherapy-04-0468,Management of immune-related endocrinopathies: study 468,"This study examines endocrinopathies through toxicity grading, steroid management, and clinical triage. It also discusses links to combination regimen and vaccine strategy, alongside patient stratification and molecular profiling.",2022,Toxicity management,core,"Management of immune-related endocrinopathies: study 468 [SEP] This study examines endocrinopathies through toxicity grading, steroid management, and clinical triage. It also discusses links to combination regimen and vaccine strategy, alongside patient stratification and molecular profiling."
cancer-immunotherapy-03-0058,Combination immunotherapy strategy in radiotherapy priming: study 58,"This study examines radiotherapy priming through combination regimen, vaccine strategy, and adaptive resistance. It also discusses links to clinical triage and rechallenge strategy, alongside real-world evidence and validation cohort.",2025,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 58 [SEP] This study examines radiotherapy priming through combination regimen, vaccine strategy, and adaptive resistance. It also discusses links to clinical triage and rechallenge strategy, alongside real-world evidence and validation cohort."
cancer-immunotherapy-x-0269,Integrated analysis of PD-1 response with immune niches: study 269,"This paper links checkpoint blockade and interferon signaling to single-cell profiling and stromal barrier. The framing emphasizes dose optimization, mechanism of resistance, and patient stratification across mixed translational contexts.",2024,Checkpoint biomarkers + Microenvironment profiling,crossover,"Integrated analysis of PD-1 response with immune niches: study 269 [SEP] This paper links checkpoint blockade and interferon signaling to single-cell profiling and stromal barrier. The framing emphasizes dose optimization, mechanism of resistance, and patient stratification across mixed translational contexts."
cancer-immunotherapy-02-0034,Spatial and single-cell profiling of macrophage barriers: study 34,"This study examines macrophage barriers through spatial atlas, tissue architecture, and immune contexture. It also discusses links to priming effect and vaccine strategy, alongside early-phase trial and validation cohort.",2024,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 34 [SEP] This study examines macrophage barriers through spatial atlas, tissue architecture, and immune contexture. It also discusses links to priming effect and vaccine strategy, alongside early-phase trial and validation cohort."
cancer-immunotherapy-03-0104,Combination immunotherapy strategy in bispecific activation: study 104,"This study examines bispecific activation through combination regimen, synergy signal, and vaccine strategy. It also discusses links to response stratification and checkpoint blockade, alongside molecular profiling and translational biomarker.",2023,Combination strategy,core,"Combination immunotherapy strategy in bispecific activation: study 104 [SEP] This study examines bispecific activation through combination regimen, synergy signal, and vaccine strategy. It also discusses links to response stratification and checkpoint blockade, alongside molecular profiling and translational biomarker."
cancer-immunotherapy-03-0107,Combination immunotherapy strategy in neoantigen vaccination: study 107,"This study examines neoantigen vaccination through priming effect, vaccine strategy, and treatment sequence. It also discusses links to selection biomarker and interferon signaling, alongside early-phase trial and mechanism of resistance.",2020,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 107 [SEP] This study examines neoantigen vaccination through priming effect, vaccine strategy, and treatment sequence. It also discusses links to selection biomarker and interferon signaling, alongside early-phase trial and mechanism of resistance."
cancer-immunotherapy-r-0428,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects predictive assay, spatial atlas, treatment sequence, and rechallenge strategy. It frames the field around real-world evidence, validation cohort, translational biomarker, and early-phase trial.",2023,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects predictive assay, spatial atlas, treatment sequence, and rechallenge strategy. It frames the field around real-world evidence, validation cohort, translational biomarker, and early-phase trial."
cancer-immunotherapy-03-0124,Combination immunotherapy strategy in bispecific activation: study 124,"This study examines bispecific activation through synergy signal, vaccine strategy, and priming effect. It also discusses links to rechallenge strategy and steroid management, alongside real-world evidence and mechanism of resistance.",2025,Combination strategy,core,"Combination immunotherapy strategy in bispecific activation: study 124 [SEP] This study examines bispecific activation through synergy signal, vaccine strategy, and priming effect. It also discusses links to rechallenge strategy and steroid management, alongside real-world evidence and mechanism of resistance."
cancer-immunotherapy-02-0443,Spatial and single-cell profiling of lymphocyte states: study 443,"This study examines lymphocyte states through stromal barrier, spatial atlas, and tissue architecture. It also discusses links to clinical triage and safety monitoring, alongside validation cohort and real-world evidence.",2025,Microenvironment profiling,core,"Spatial and single-cell profiling of lymphocyte states: study 443 [SEP] This study examines lymphocyte states through stromal barrier, spatial atlas, and tissue architecture. It also discusses links to clinical triage and safety monitoring, alongside validation cohort and real-world evidence."
cancer-immunotherapy-01-0163,Biomarker mapping for interferon-gamma signatures: study 163,"This study examines interferon-gamma signatures through predictive assay, checkpoint blockade, and response stratification. It also discusses links to stromal barrier and spatial atlas, alongside clinical development and translational biomarker.",2020,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 163 [SEP] This study examines interferon-gamma signatures through predictive assay, checkpoint blockade, and response stratification. It also discusses links to stromal barrier and spatial atlas, alongside clinical development and translational biomarker."
