record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
cancer-immunotherapy-x-0128,Integrated analysis of endocrinopathies with interferon-gamma signatures: study 128,"This paper links rechallenge strategy and clinical triage to immune exclusion and interferon signaling. The framing emphasizes portfolio review, real-world evidence, and dose optimization across mixed translational contexts.",2021,Toxicity management + Checkpoint biomarkers,crossover,"Integrated analysis of endocrinopathies with interferon-gamma signatures: study 128 [SEP] This paper links rechallenge strategy and clinical triage to immune exclusion and interferon signaling. The framing emphasizes portfolio review, real-world evidence, and dose optimization across mixed translational contexts.",20,21,0.9973011830190902,Cluster 21,Bridge: Toxicity management x Checkpoint biomarkers,0.016575478433409317,0.3867274575079259,0.016575478433409317,0.3867274575079259,0.03923520589241278,-0.150215027432005
cancer-immunotherapy-r-0103,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects response stratification, immune contexture, priming effect, and rechallenge strategy. It frames the field around patient stratification, clinical development, real-world evidence, and validation cohort.",2022,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects response stratification, immune contexture, priming effect, and rechallenge strategy. It frames the field around patient stratification, clinical development, real-world evidence, and validation cohort.",0,1,0.9639907703431773,Cluster 1,Review hub: interferon-gamma signatures x tumor microenvironment,0.3777078755285138,-0.015842186571510687,0.3777078755285138,-0.015842186571510687,-0.11729070468092981,-0.036108732740096405
cancer-immunotherapy-03-0437,Combination immunotherapy strategy in VEGF blockade: study 437,"This study examines VEGF blockade through priming effect, treatment sequence, and synergy signal. It also discusses links to checkpoint blockade and selection biomarker, alongside mechanism of resistance and early-phase trial.",2020,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 437 [SEP] This study examines VEGF blockade through priming effect, treatment sequence, and synergy signal. It also discusses links to checkpoint blockade and selection biomarker, alongside mechanism of resistance and early-phase trial.",7,8,0.9936758417479249,Cluster 8,Combination strategy,-0.05578568160598865,-0.04639346021565148,-0.05578568160598865,-0.04639346021565148,-0.18892590440669452,0.21439533089835913
cancer-immunotherapy-01-0026,Biomarker mapping for PD-L1 scoring: study 26,"This study examines PD-L1 scoring through immune exclusion, response stratification, and predictive assay. It also discusses links to combination regimen and treatment sequence, alongside portfolio review and clinical development.",2021,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 26 [SEP] This study examines PD-L1 scoring through immune exclusion, response stratification, and predictive assay. It also discusses links to combination regimen and treatment sequence, alongside portfolio review and clinical development.",16,17,0.9959163836307814,Cluster 17,Checkpoint biomarkers,0.06174823804367228,-0.07932256702731544,0.06174823804367228,-0.07932256702731544,-0.1457698295658114,-0.20656298513145044
cancer-immunotherapy-r-0466,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation","This review connects response stratification, single-cell profiling, treatment sequence, and clinical triage. It frames the field around clinical development, portfolio review, dose optimization, and real-world evidence.",2025,review-like mixed corpus,review,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation [SEP] This review connects response stratification, single-cell profiling, treatment sequence, and clinical triage. It frames the field around clinical development, portfolio review, dose optimization, and real-world evidence.",4,5,0.9880220034869087,Cluster 5,Review hub: PD-L1 scoring x lymphocyte states,0.4393722441850085,-0.15244642288023438,0.4393722441850085,-0.15244642288023438,-0.055737053630512144,0.008326126084396228
cancer-immunotherapy-01-0220,Biomarker mapping for T-cell exhaustion: study 220,"This study examines T-cell exhaustion through interferon signaling, predictive assay, and response stratification. It also discusses links to tissue architecture and myeloid state, alongside real-world evidence and portfolio review.",2023,Checkpoint biomarkers,core,"Biomarker mapping for T-cell exhaustion: study 220 [SEP] This study examines T-cell exhaustion through interferon signaling, predictive assay, and response stratification. It also discusses links to tissue architecture and myeloid state, alongside real-world evidence and portfolio review.",1,2,0.9937839302067216,Cluster 2,Checkpoint biomarkers,0.011340625683541255,-0.09850900667419796,0.011340625683541255,-0.09850900667419796,0.01992662624757078,-0.1740155069472447
cancer-immunotherapy-r-0319,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects interferon signaling, immune contexture, treatment sequence, and immune-related adverse event. It frames the field around validation cohort, portfolio review, patient stratification, and molecular profiling.",2022,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects interferon signaling, immune contexture, treatment sequence, and immune-related adverse event. It frames the field around validation cohort, portfolio review, patient stratification, and molecular profiling.",0,1,0.9464646159159066,Cluster 1,Review hub: interferon-gamma signatures x tumor microenvironment,0.3458772976086755,-0.010491669927701855,0.3458772976086755,-0.010491669927701855,-0.13246931475345544,-0.09650518674104981
cancer-immunotherapy-01-0277,Biomarker mapping for PD-1 response: study 277,"This study examines PD-1 response through checkpoint blockade, response stratification, and interferon signaling. It also discusses links to spatial atlas and single-cell profiling, alongside validation cohort and molecular profiling.",2020,Checkpoint biomarkers,core,"Biomarker mapping for PD-1 response: study 277 [SEP] This study examines PD-1 response through checkpoint blockade, response stratification, and interferon signaling. It also discusses links to spatial atlas and single-cell profiling, alongside validation cohort and molecular profiling.",17,18,0.9989237818901153,Cluster 18,Checkpoint biomarkers,-0.0013291636747040044,-0.07865275847889873,-0.0013291636747040044,-0.07865275847889873,0.0784731527457133,-0.21039732999612876
cancer-immunotherapy-x-0158,Integrated analysis of macrophage barriers with neoantigen vaccination: study 158,"This paper links spatial atlas and single-cell profiling to adaptive resistance and combination regimen. The framing emphasizes real-world evidence, clinical development, and dose optimization across mixed translational contexts.",2021,Microenvironment profiling + Combination strategy,crossover,"Integrated analysis of macrophage barriers with neoantigen vaccination: study 158 [SEP] This paper links spatial atlas and single-cell profiling to adaptive resistance and combination regimen. The framing emphasizes real-world evidence, clinical development, and dose optimization across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: Microenvironment profiling x Combination strategy,0.0063360614240174735,0.29143643674160913,0.0063360614240174735,0.29143643674160913,0.2719010119594646,0.18182304140141817
cancer-immunotherapy-03-0481,Combination immunotherapy strategy in VEGF blockade: study 481,"This study examines VEGF blockade through vaccine strategy, treatment sequence, and priming effect. It also discusses links to immune-related adverse event and rechallenge strategy, alongside portfolio review and early-phase trial.",2022,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 481 [SEP] This study examines VEGF blockade through vaccine strategy, treatment sequence, and priming effect. It also discusses links to immune-related adverse event and rechallenge strategy, alongside portfolio review and early-phase trial.",7,8,0.9546397190841606,Cluster 8,Combination strategy,-0.10861392826700017,-0.040177407852212056,-0.10861392826700017,-0.040177407852212056,-0.24367717943720815,0.21892658980783092
cancer-immunotherapy-03-0236,Combination immunotherapy strategy in bispecific activation: study 236,"This study examines bispecific activation through treatment sequence, combination regimen, and synergy signal. It also discusses links to immune exclusion and response stratification, alongside portfolio review and molecular profiling.",2023,Combination strategy,core,"Combination immunotherapy strategy in bispecific activation: study 236 [SEP] This study examines bispecific activation through treatment sequence, combination regimen, and synergy signal. It also discusses links to immune exclusion and response stratification, alongside portfolio review and molecular profiling.",6,7,1.0,Cluster 7,Combination strategy,-0.04594973149823887,-0.08274304477627584,-0.04594973149823887,-0.08274304477627584,-0.17647494002763037,0.2482517131843654
cancer-immunotherapy-04-0094,Management of immune-related myocarditis: study 94,"This study examines myocarditis through steroid management, rechallenge strategy, and toxicity grading. It also discusses links to response stratification and checkpoint blockade, alongside portfolio review and molecular profiling.",2020,Toxicity management,core,"Management of immune-related myocarditis: study 94 [SEP] This study examines myocarditis through steroid management, rechallenge strategy, and toxicity grading. It also discusses links to response stratification and checkpoint blockade, alongside portfolio review and molecular profiling.",11,12,0.977731419477373,Cluster 12,Toxicity management,-0.18134943124755576,-0.04731611893406977,-0.18134943124755576,-0.04731611893406977,-0.1533054678262305,-0.10346661534339155
cancer-immunotherapy-02-0500,Spatial and single-cell profiling of tumor microenvironment: study 500,"This study examines tumor microenvironment through myeloid state, immune contexture, and single-cell profiling. It also discusses links to safety monitoring and clinical triage, alongside dose optimization and molecular profiling.",2022,Microenvironment profiling,core,"Spatial and single-cell profiling of tumor microenvironment: study 500 [SEP] This study examines tumor microenvironment through myeloid state, immune contexture, and single-cell profiling. It also discusses links to safety monitoring and clinical triage, alongside dose optimization and molecular profiling.",9,10,0.9950469325899757,Cluster 10,Microenvironment profiling,-0.06369035831675231,-0.2468885710900243,-0.06369035831675231,-0.2468885710900243,0.308685412353479,-0.018441994528148323
cancer-immunotherapy-x-0141,Integrated analysis of PD-1 response with immune niches: study 141,"This paper links checkpoint blockade and interferon signaling to immune contexture and tissue architecture. The framing emphasizes early-phase trial, patient stratification, and real-world evidence across mixed translational contexts.",2022,Checkpoint biomarkers + Microenvironment profiling,crossover,"Integrated analysis of PD-1 response with immune niches: study 141 [SEP] This paper links checkpoint blockade and interferon signaling to immune contexture and tissue architecture. The framing emphasizes early-phase trial, patient stratification, and real-world evidence across mixed translational contexts.",19,20,0.9642075522885469,Cluster 20,Bridge: Checkpoint biomarkers x Microenvironment profiling,0.03312408869388339,0.31179971706061793,0.03312408869388339,0.31179971706061793,0.18766597434217108,-0.08780588277972609
cancer-immunotherapy-01-0362,Biomarker mapping for PD-L1 scoring: study 362,"This study examines PD-L1 scoring through checkpoint blockade, immune exclusion, and selection biomarker. It also discusses links to priming effect and vaccine strategy, alongside validation cohort and translational biomarker.",2021,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 362 [SEP] This study examines PD-L1 scoring through checkpoint blockade, immune exclusion, and selection biomarker. It also discusses links to priming effect and vaccine strategy, alongside validation cohort and translational biomarker.",16,17,1.0,Cluster 17,Checkpoint biomarkers,0.041809338654084295,-0.06986249114937307,0.041809338654084295,-0.06986249114937307,-0.15638652116891014,-0.2089940744742598
cancer-immunotherapy-03-0458,Combination immunotherapy strategy in radiotherapy priming: study 458,"This study examines radiotherapy priming through combination regimen, adaptive resistance, and priming effect. It also discusses links to immune exclusion and predictive assay, alongside early-phase trial and mechanism of resistance.",2023,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 458 [SEP] This study examines radiotherapy priming through combination regimen, adaptive resistance, and priming effect. It also discusses links to immune exclusion and predictive assay, alongside early-phase trial and mechanism of resistance.",3,4,0.9892592768162596,Cluster 4,Combination strategy,-0.07934202411061318,-0.05998878265023176,-0.07934202411061318,-0.05998878265023176,-0.18414826781271665,0.26819479776707333
cancer-immunotherapy-04-0494,Management of immune-related myocarditis: study 494,"This study examines myocarditis through rechallenge strategy, steroid management, and toxicity grading. It also discusses links to myeloid state and tissue architecture, alongside clinical development and real-world evidence.",2024,Toxicity management,core,"Management of immune-related myocarditis: study 494 [SEP] This study examines myocarditis through rechallenge strategy, steroid management, and toxicity grading. It also discusses links to myeloid state and tissue architecture, alongside clinical development and real-world evidence.",11,12,0.9621629554373614,Cluster 12,Toxicity management,-0.21344044844376717,-0.06700099442779599,-0.21344044844376717,-0.06700099442779599,-0.09646993142794966,-0.06498998582415896
cancer-immunotherapy-04-0172,Management of immune-related endocrinopathies: study 172,"This study examines endocrinopathies through immune-related adverse event, steroid management, and toxicity grading. It also discusses links to selection biomarker and immune exclusion, alongside clinical development and molecular profiling.",2020,Toxicity management,core,"Management of immune-related endocrinopathies: study 172 [SEP] This study examines endocrinopathies through immune-related adverse event, steroid management, and toxicity grading. It also discusses links to selection biomarker and immune exclusion, alongside clinical development and molecular profiling.",13,14,1.0,Cluster 14,Toxicity management,-0.2482966932629803,-0.024907494342827616,-0.2482966932629803,-0.024907494342827616,-0.15278780691643826,-0.16412728823521058
cancer-immunotherapy-x-0335,Integrated analysis of neoantigen vaccination with colitis: study 335,"This paper links treatment sequence and priming effect to immune-related adverse event and rechallenge strategy. The framing emphasizes portfolio review, validation cohort, and molecular profiling across mixed translational contexts.",2024,Combination strategy + Toxicity management,crossover,"Integrated analysis of neoantigen vaccination with colitis: study 335 [SEP] This paper links treatment sequence and priming effect to immune-related adverse event and rechallenge strategy. The framing emphasizes portfolio review, validation cohort, and molecular profiling across mixed translational contexts.",21,22,1.0,Cluster 22,Bridge: Microenvironment profiling x Combination strategy,-0.07428415048414751,0.3913324650853116,-0.07428415048414751,0.3913324650853116,0.033027001417175905,0.11550516786164702
cancer-immunotherapy-04-0151,Management of immune-related pneumonitis: study 151,"This study examines pneumonitis through safety monitoring, immune-related adverse event, and steroid management. It also discusses links to response stratification and immune exclusion, alongside validation cohort and real-world evidence.",2023,Toxicity management,core,"Management of immune-related pneumonitis: study 151 [SEP] This study examines pneumonitis through safety monitoring, immune-related adverse event, and steroid management. It also discusses links to response stratification and immune exclusion, alongside validation cohort and real-world evidence.",12,13,1.0,Cluster 13,Toxicity management,-0.24325046569949932,-0.031231235175405776,-0.24325046569949932,-0.031231235175405776,-0.16455809863082768,-0.15563148860730786
cancer-immunotherapy-04-0336,Management of immune-related endocrinopathies: study 336,"This study examines endocrinopathies through toxicity grading, steroid management, and immune-related adverse event. It also discusses links to adaptive resistance and treatment sequence, alongside clinical development and portfolio review.",2022,Toxicity management,core,"Management of immune-related endocrinopathies: study 336 [SEP] This study examines endocrinopathies through toxicity grading, steroid management, and immune-related adverse event. It also discusses links to adaptive resistance and treatment sequence, alongside clinical development and portfolio review.",13,14,1.0,Cluster 14,Toxicity management,-0.23448021448538953,-0.019261458610474565,-0.23448021448538953,-0.019261458610474565,-0.19162278854292283,-0.07711262560811669
cancer-immunotherapy-03-0115,Combination immunotherapy strategy in neoantigen vaccination: study 115,"This study examines neoantigen vaccination through synergy signal, adaptive resistance, and priming effect. It also discusses links to rechallenge strategy and clinical triage, alongside portfolio review and validation cohort.",2022,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 115 [SEP] This study examines neoantigen vaccination through synergy signal, adaptive resistance, and priming effect. It also discusses links to rechallenge strategy and clinical triage, alongside portfolio review and validation cohort.",10,11,1.0,Cluster 11,Combination strategy,-0.07996902364084338,0.060881329434315457,-0.07996902364084338,0.060881329434315457,-0.1334593876887585,0.3186422798098678
cancer-immunotherapy-04-0347,Management of immune-related pneumonitis: study 347,"This study examines pneumonitis through steroid management, immune-related adverse event, and rechallenge strategy. It also discusses links to immune contexture and spatial atlas, alongside mechanism of resistance and portfolio review.",2021,Toxicity management,core,"Management of immune-related pneumonitis: study 347 [SEP] This study examines pneumonitis through steroid management, immune-related adverse event, and rechallenge strategy. It also discusses links to immune contexture and spatial atlas, alongside mechanism of resistance and portfolio review.",12,13,1.0,Cluster 13,Toxicity management,-0.25330388253206865,-0.06951755108579015,-0.25330388253206865,-0.06951755108579015,-0.13746677565316606,-0.08273213502077922
cancer-immunotherapy-03-0318,Combination immunotherapy strategy in radiotherapy priming: study 318,"This study examines radiotherapy priming through priming effect, treatment sequence, and combination regimen. It also discusses links to tissue architecture and immune contexture, alongside clinical development and patient stratification.",2021,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 318 [SEP] This study examines radiotherapy priming through priming effect, treatment sequence, and combination regimen. It also discusses links to tissue architecture and immune contexture, alongside clinical development and patient stratification.",3,4,1.0,Cluster 4,Combination strategy,-0.09260701652268007,-0.08183448907425463,-0.09260701652268007,-0.08183448907425463,-0.13705611046194435,0.31469558856502283
cancer-immunotherapy-r-0130,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation","This review connects response stratification, single-cell profiling, priming effect, and safety monitoring. It frames the field around early-phase trial, dose optimization, mechanism of resistance, and molecular profiling.",2025,review-like mixed corpus,review,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation [SEP] This review connects response stratification, single-cell profiling, priming effect, and safety monitoring. It frames the field around early-phase trial, dose optimization, mechanism of resistance, and molecular profiling.",4,5,0.9859436440911873,Cluster 5,Review hub: PD-L1 scoring x lymphocyte states,0.41067892660885985,-0.15451235799361585,0.41067892660885985,-0.15451235799361585,-0.04963041045759676,0.020484409499250664
cancer-immunotherapy-01-0298,Biomarker mapping for PD-L1 scoring: study 298,"This study examines PD-L1 scoring through predictive assay, checkpoint blockade, and response stratification. It also discusses links to stromal barrier and spatial atlas, alongside portfolio review and mechanism of resistance.",2023,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 298 [SEP] This study examines PD-L1 scoring through predictive assay, checkpoint blockade, and response stratification. It also discusses links to stromal barrier and spatial atlas, alongside portfolio review and mechanism of resistance.",16,17,0.9740433388670386,Cluster 17,Checkpoint biomarkers,0.08078553334340752,-0.1101070248282524,0.08078553334340752,-0.1101070248282524,-0.07022127816576017,-0.24434612123784255
cancer-immunotherapy-03-0314,Combination immunotherapy strategy in radiotherapy priming: study 314,"This study examines radiotherapy priming through vaccine strategy, adaptive resistance, and combination regimen. It also discusses links to selection biomarker and immune exclusion, alongside translational biomarker and real-world evidence.",2023,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 314 [SEP] This study examines radiotherapy priming through vaccine strategy, adaptive resistance, and combination regimen. It also discusses links to selection biomarker and immune exclusion, alongside translational biomarker and real-world evidence.",3,4,0.9956485772710975,Cluster 4,Combination strategy,-0.08356457848675253,-0.053098272622815676,-0.08356457848675253,-0.053098272622815676,-0.17606859931012575,0.24617982534226537
cancer-immunotherapy-02-0438,Spatial and single-cell profiling of macrophage barriers: study 438,"This study examines macrophage barriers through spatial atlas, single-cell profiling, and myeloid state. It also discusses links to selection biomarker and predictive assay, alongside clinical development and patient stratification.",2020,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 438 [SEP] This study examines macrophage barriers through spatial atlas, single-cell profiling, and myeloid state. It also discusses links to selection biomarker and predictive assay, alongside clinical development and patient stratification.",14,15,1.0,Cluster 15,Microenvironment profiling,-0.04828126236790658,-0.18741152422491392,-0.04828126236790658,-0.18741152422491392,0.3678746283968447,0.011613863229320986
cancer-immunotherapy-01-0241,Biomarker mapping for PD-1 response: study 241,"This study examines PD-1 response through immune exclusion, predictive assay, and selection biomarker. It also discusses links to immune contexture and spatial atlas, alongside portfolio review and early-phase trial.",2020,Checkpoint biomarkers,core,"Biomarker mapping for PD-1 response: study 241 [SEP] This study examines PD-1 response through immune exclusion, predictive assay, and selection biomarker. It also discusses links to immune contexture and spatial atlas, alongside portfolio review and early-phase trial.",17,18,0.966486704867344,Cluster 18,Checkpoint biomarkers,0.01511355133265616,-0.030515337676698867,0.01511355133265616,-0.030515337676698867,0.003150499398521718,-0.23221692367355384
cancer-immunotherapy-03-0433,Combination immunotherapy strategy in VEGF blockade: study 433,"This study examines VEGF blockade through synergy signal, priming effect, and combination regimen. It also discusses links to toxicity grading and immune-related adverse event, alongside clinical development and validation cohort.",2022,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 433 [SEP] This study examines VEGF blockade through synergy signal, priming effect, and combination regimen. It also discusses links to toxicity grading and immune-related adverse event, alongside clinical development and validation cohort.",7,8,0.9291291591422052,Cluster 8,Combination strategy,-0.1390769828746123,-0.050550021260257566,-0.1390769828746123,-0.050550021260257566,-0.22185735596222797,0.20861975562696242
cancer-immunotherapy-02-0083,Spatial and single-cell profiling of lymphocyte states: study 83,"This study examines lymphocyte states through tissue architecture, myeloid state, and immune contexture. It also discusses links to immune-related adverse event and rechallenge strategy, alongside dose optimization and real-world evidence.",2025,Microenvironment profiling,core,"Spatial and single-cell profiling of lymphocyte states: study 83 [SEP] This study examines lymphocyte states through tissue architecture, myeloid state, and immune contexture. It also discusses links to immune-related adverse event and rechallenge strategy, alongside dose optimization and real-world evidence.",8,9,0.9490185048922631,Cluster 9,Microenvironment profiling,-0.09544026709445737,-0.23153800319655557,-0.09544026709445737,-0.23153800319655557,0.21011727725440585,-0.01719536460117346
cancer-immunotherapy-r-0407,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects interferon signaling, spatial atlas, priming effect, and clinical triage. It frames the field around early-phase trial, dose optimization, clinical development, and mechanism of resistance.",2020,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects interferon signaling, spatial atlas, priming effect, and clinical triage. It frames the field around early-phase trial, dose optimization, clinical development, and mechanism of resistance.",0,1,0.9946509041033414,Cluster 1,Review hub: interferon-gamma signatures x tumor microenvironment,0.3849378643883878,-0.014150355691072128,0.3849378643883878,-0.014150355691072128,-0.09858741205259827,-0.036022622771205395
cancer-immunotherapy-04-0455,Management of immune-related pneumonitis: study 455,"This study examines pneumonitis through rechallenge strategy, clinical triage, and steroid management. It also discusses links to stromal barrier and immune contexture, alongside validation cohort and early-phase trial.",2021,Toxicity management,core,"Management of immune-related pneumonitis: study 455 [SEP] This study examines pneumonitis through rechallenge strategy, clinical triage, and steroid management. It also discusses links to stromal barrier and immune contexture, alongside validation cohort and early-phase trial.",12,13,0.9700086952990125,Cluster 13,Toxicity management,-0.20325904125876007,-0.04721693990951443,-0.20325904125876007,-0.04721693990951443,-0.10399180326596717,-0.06684702072977637
cancer-immunotherapy-03-0335,Combination immunotherapy strategy in neoantigen vaccination: study 335,"This study examines neoantigen vaccination through adaptive resistance, vaccine strategy, and synergy signal. It also discusses links to predictive assay and immune exclusion, alongside portfolio review and molecular profiling.",2020,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 335 [SEP] This study examines neoantigen vaccination through adaptive resistance, vaccine strategy, and synergy signal. It also discusses links to predictive assay and immune exclusion, alongside portfolio review and molecular profiling.",10,11,0.9923962375739845,Cluster 11,Combination strategy,-0.0722133515276353,0.04578847368806866,-0.0722133515276353,0.04578847368806866,-0.09831335025777245,0.2635630473425938
cancer-immunotherapy-04-0230,Management of immune-related myocarditis: study 230,"This study examines myocarditis through clinical triage, rechallenge strategy, and safety monitoring. It also discusses links to single-cell profiling and myeloid state, alongside early-phase trial and portfolio review.",2024,Toxicity management,core,"Management of immune-related myocarditis: study 230 [SEP] This study examines myocarditis through clinical triage, rechallenge strategy, and safety monitoring. It also discusses links to single-cell profiling and myeloid state, alongside early-phase trial and portfolio review.",11,12,0.9511749941756452,Cluster 12,Toxicity management,-0.1727076981243886,-0.09517759712735474,-0.1727076981243886,-0.09517759712735474,-0.031200557581191782,-0.057315761724570514
cancer-immunotherapy-04-0173,Management of immune-related colitis: study 173,"This study examines colitis through rechallenge strategy, steroid management, and safety monitoring. It also discusses links to tissue architecture and single-cell profiling, alongside translational biomarker and portfolio review.",2021,Toxicity management,core,"Management of immune-related colitis: study 173 [SEP] This study examines colitis through rechallenge strategy, steroid management, and safety monitoring. It also discusses links to tissue architecture and single-cell profiling, alongside translational biomarker and portfolio review.",13,14,1.0,Cluster 14,Toxicity management,-0.2012263211356729,-0.058656239395154366,-0.2012263211356729,-0.058656239395154366,-0.024206742731731457,-0.05891339328989999
cancer-immunotherapy-01-0351,Biomarker mapping for interferon-gamma signatures: study 351,"This study examines interferon-gamma signatures through immune exclusion, selection biomarker, and checkpoint blockade. It also discusses links to toxicity grading and rechallenge strategy, alongside dose optimization and patient stratification.",2022,Checkpoint biomarkers,core,"Biomarker mapping for interferon-gamma signatures: study 351 [SEP] This study examines interferon-gamma signatures through immune exclusion, selection biomarker, and checkpoint blockade. It also discusses links to toxicity grading and rechallenge strategy, alongside dose optimization and patient stratification.",18,19,0.9924914391320644,Cluster 19,Checkpoint biomarkers,-0.01618062317078357,0.06535303086442253,-0.01618062317078357,0.06535303086442253,-0.12584733749443677,-0.3045676095465221
cancer-immunotherapy-r-0246,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation","This review connects checkpoint blockade, spatial atlas, combination regimen, and rechallenge strategy. It frames the field around early-phase trial, validation cohort, real-world evidence, and mechanism of resistance.",2021,review-like mixed corpus,review,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation [SEP] This review connects checkpoint blockade, spatial atlas, combination regimen, and rechallenge strategy. It frames the field around early-phase trial, validation cohort, real-world evidence, and mechanism of resistance.",4,5,1.0,Cluster 5,Review hub: PD-L1 scoring x lymphocyte states,0.41184624187128993,-0.1229760741456016,0.41184624187128993,-0.1229760741456016,-0.12621754934332824,0.05348153091156827
cancer-immunotherapy-03-0221,Combination immunotherapy strategy in VEGF blockade: study 221,"This study examines VEGF blockade through vaccine strategy, adaptive resistance, and treatment sequence. It also discusses links to selection biomarker and checkpoint blockade, alongside validation cohort and real-world evidence.",2020,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 221 [SEP] This study examines VEGF blockade through vaccine strategy, adaptive resistance, and treatment sequence. It also discusses links to selection biomarker and checkpoint blockade, alongside validation cohort and real-world evidence.",7,8,1.0,Cluster 8,Combination strategy,-0.060607645111367986,-0.05285956901509767,-0.060607645111367986,-0.05285956901509767,-0.1838174280106778,0.1963774078769117
cancer-immunotherapy-01-0350,Biomarker mapping for PD-L1 scoring: study 350,"This study examines PD-L1 scoring through checkpoint blockade, selection biomarker, and immune exclusion. It also discusses links to synergy signal and priming effect, alongside molecular profiling and validation cohort.",2021,Checkpoint biomarkers,core,"Biomarker mapping for PD-L1 scoring: study 350 [SEP] This study examines PD-L1 scoring through checkpoint blockade, selection biomarker, and immune exclusion. It also discusses links to synergy signal and priming effect, alongside molecular profiling and validation cohort.",16,17,0.9964469849015586,Cluster 17,Checkpoint biomarkers,0.046203570142878465,-0.08903495250885583,0.046203570142878465,-0.08903495250885583,-0.13701705251418236,-0.1999957127927833
cancer-immunotherapy-04-0019,Management of immune-related pneumonitis: study 19,"This study examines pneumonitis through safety monitoring, clinical triage, and steroid management. It also discusses links to response stratification and interferon signaling, alongside clinical development and patient stratification.",2023,Toxicity management,core,"Management of immune-related pneumonitis: study 19 [SEP] This study examines pneumonitis through safety monitoring, clinical triage, and steroid management. It also discusses links to response stratification and interferon signaling, alongside clinical development and patient stratification.",12,13,0.9665830275560111,Cluster 13,Toxicity management,-0.19849557962898984,-0.0261600554707959,-0.19849557962898984,-0.0261600554707959,-0.15025413268625337,-0.14401381082880316
cancer-immunotherapy-r-0048,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects interferon signaling, stromal barrier, adaptive resistance, and clinical triage. It frames the field around early-phase trial, real-world evidence, dose optimization, and validation cohort.",2021,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects interferon signaling, stromal barrier, adaptive resistance, and clinical triage. It frames the field around early-phase trial, real-world evidence, dose optimization, and validation cohort.",2,3,0.9810063486400576,Cluster 3,Review hub: T-cell exhaustion x immune niches,0.3761016766862438,-0.055616448795968824,0.3761016766862438,-0.055616448795968824,-0.0630083853684734,0.047460954339514756
cancer-immunotherapy-02-0144,Spatial and single-cell profiling of tumor microenvironment: study 144,"This study examines tumor microenvironment through single-cell profiling, spatial atlas, and stromal barrier. It also discusses links to checkpoint blockade and selection biomarker, alongside mechanism of resistance and clinical development.",2020,Microenvironment profiling,core,"Spatial and single-cell profiling of tumor microenvironment: study 144 [SEP] This study examines tumor microenvironment through single-cell profiling, spatial atlas, and stromal barrier. It also discusses links to checkpoint blockade and selection biomarker, alongside mechanism of resistance and clinical development.",9,10,1.0,Cluster 10,Microenvironment profiling,-0.03481556197594926,-0.2590113439440275,-0.03481556197594926,-0.2590113439440275,0.3164000934034359,-0.021968062063002246
